ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24,citation_25,citation_26,citation_27,citation_28
reference_11,3.6366785940596618,3.5450749472294296,4.106059721995502,4.0763389518746145,3.875333643227775,3.6760659913584632,3.767432108282017,3.9575892541433335,4.253291280093336,4.122369276487363,3.4418393782247523,4.122023247120066,3.511246468272141,3.018698020893169,3.860141731978851,3.8058562547280075,3.4268820113367737,4.181600124670054,3.8058562547280075,3.351176519392488,3.323459982618843,3.5894733845061304,3.871169003048543,3.2827397893004093,3.889779657163997,4.083523304567934,3.987320955441485,4.072024000856706,4.147155572096545
reference_12,3.881229447441623,3.493655267519576,3.5489982327206566,3.3911888730959894,3.593818495428763,3.7981764477596283,3.8479452956238274,3.3851264654871227,3.6877703821001053,3.5038055025095782,3.8172791461880773,3.5943088026218413,3.529341269909799,3.9299478131055476,3.8479072907983936,3.4995501707995538,3.8017008359769586,3.5774492868984424,3.4995501707995538,3.8177217336766365,3.7433950356459618,3.904346740270562,3.80229510458529,3.5502958724096767,3.530008077528793,3.8389287455485577,3.204547521875262,3.4237568381168844,3.817063805067856
reference_13,3.6301036651520056,3.388661554746032,3.6021726176258717,3.64298330313888,3.387644730463463,3.7600850161647377,3.5491542019224496,3.4906561646369236,3.8235380085004933,3.4399878837131297,3.633932367718698,3.507702013417823,3.576879275125907,3.488784771832193,3.7278391080467665,3.3447475981634915,3.6381842224723138,3.609392163515454,3.3447475981634915,3.5815224961230703,3.549002062100372,3.544242225658623,3.5755135134410243,3.6011408704985315,3.7911457798028043,3.879128689074359,3.672243159945688,3.602910122849211,3.964454129400745
reference_14,3.6563743169784075,3.570868751679116,3.528893857530435,3.36231601984849,3.523174010024906,3.6194472030720712,3.845487298284531,3.4009753239033937,3.791048488437653,3.730652692741452,3.8537058723342743,3.792144636307454,3.4475451219763755,3.708649101009113,3.8601134151517837,3.4980065822738173,3.6042326730508805,3.7689716297164177,3.4980065822738173,3.726295874357239,3.593271079655743,3.8086081889354184,3.5904976705827716,3.7358594961213574,3.8275220634699667,3.596013948261738,3.624290124149942,3.420587544650364,3.71965823525267
reference_15,3.944836591620929,3.5036843848126527,3.745837850833471,3.774599896924317,3.618564774150017,3.971130565683484,3.873997251164103,3.69742619099468,4.000698477981997,3.777410213374885,4.011266471746595,3.8138836477246283,3.781867143439651,3.867205112371965,4.101936738805769,3.6247842764647005,3.950286306592226,3.994500024282456,3.6247842764647005,3.9566739288241144,3.7601501498397587,3.9810686354017277,3.699542388103008,3.6846651599656024,3.991565547409291,3.9888730739303346,3.849916728552282,3.7648827229365707,4.117701896021149
reference_16,3.767441576517433,3.618549740034163,3.4379708867671974,3.474992747997046,2.926702434642519,3.692031361918092,3.7128129525856024,3.1361962081216275,3.5825130731324193,3.654868624916733,3.8218959155853263,3.750142283153534,3.4593823324124515,3.743620927179512,3.846589482084111,3.4157305525304973,3.7027742355331776,3.486765906255916,3.4157305525304973,3.694148341036988,3.647266437176049,3.77831515976926,3.712999208300054,3.742470391106459,3.763267431156642,3.7001350004875184,3.5076158041524885,3.432989669664204,3.763676411267636
reference_17,3.4596345062693894,3.3225855791251577,3.6242339103755197,3.6552051703245643,3.5348414017744547,3.7101805703387267,3.8045712647323606,3.5779091513008123,3.916664192331315,3.722845263256076,3.79945976068962,3.74614722833252,3.5472041861092336,3.7518954561999203,3.85070833829166,3.352659863026679,3.7165986572002176,3.6327863621408465,3.352659863026679,3.4132114950403496,3.5850981922295095,3.818555068729188,3.5939433625602724,3.4033965404188606,3.578497757140444,3.7497664277982716,3.4713322636582373,3.639710630640817,3.8233722662197573
reference_18,3.4516602590679564,3.2794993473376617,3.139547028862755,3.0606379463700057,3.0590151623788047,3.369573449913919,3.4099367495372777,3.0748000159728526,3.437247344501066,3.242692081882557,3.497399425759929,3.282431260959864,3.1869359272315205,3.445262058075456,3.5035602396455987,3.0307005730071066,3.370682347136259,3.4140724850590476,3.0307005730071066,3.4170373373304135,3.2172185401622055,3.5129646548133695,3.134721350113869,3.350594347784887,3.4093945674229924,3.424019877381325,3.258306791657388,3.065640482391715,3.506300976343131
reference_19,3.9088922243550517,3.8196549163643976,3.694229241213683,3.6870038782194134,3.6450424636079357,3.918270068298459,3.969759885458947,3.659275822709465,3.965967073942662,3.9024413292643945,4.013495175695676,3.9546445328694344,3.6450056737214447,3.866370847804853,4.051304179726573,3.5982707884838936,3.855906498463881,3.903686035048626,3.5982707884838936,3.86660012619706,3.763821970321941,4.0309509640141545,3.874516526863098,3.887670754609165,3.9806706652291086,3.884379739538956,3.8251269664711236,3.700195045939541,3.947920137525347
reference_20,3.9815565878278227,3.9671848717524956,3.780599750406302,3.7138793393969536,3.772783243950275,4.008682562856674,4.003057192567635,3.6998277230461833,3.99532652317543,3.9684246991131626,4.082714985895893,4.049741484937549,3.6722645913541316,4.0179008015307245,4.091657186395822,3.69419774156177,3.879654437296271,3.977242859473769,3.69419774156177,3.994638902684701,3.87706377911365,4.14452473023168,3.9348927701747414,4.030379083994763,4.066879443119605,3.977080068659973,3.887092218155444,3.770462136933565,4.095619999089825
reference_21,3.6329241260598266,3.8596203039123966,4.120836264463409,4.069804535149455,3.859256297849913,3.736162901343584,3.8176865827288635,3.9568926816418766,4.287559528518796,3.8570909845505916,3.5425536897805214,3.694328325662613,3.551178616159737,2.72521362188782,3.6597873263445018,3.4304982694682478,3.210099268440485,4.216972184497478,3.4304982694682478,3.51501780949792,3.1076367734431027,3.601808126168968,3.4155617791891095,3.715421800457934,3.9725062506781925,4.1299273029510495,4.037064236919522,4.0732045405954125,4.206430406775888
reference_22,3.5418183056471495,2.6652686686020517,3.453037643403718,3.507591950490594,3.322690964147932,3.096539127113223,3.52142721849916,3.3640184635272026,3.6629613331066366,3.2754730635639318,3.30248340515939,3.283089095974803,2.8773728632507325,2.3229599615379475,2.9867108146576626,2.8245058669483663,2.5814428294990064,3.662331011826669,2.8245058669483663,2.928736813212136,2.572523070032895,3.36216967073176,3.1273425907484294,3.1323399045709404,3.493940654258417,3.633624972945929,3.426869592152357,3.4513827872836593,3.714871074336754
reference_23,3.4297772147327206,3.291872659969283,3.0723403976598123,3.106596647016466,3.0457099603214712,3.40280706122911,3.421596257528663,3.074773529580593,3.4349635009262087,3.3547439460385835,3.5266678481061504,3.4854532360839845,3.0401116867148876,3.3386354662567235,3.5321758590036625,3.09553545337826,3.336534145587325,3.4145115496372433,3.09553545337826,3.4183386758572647,3.2874715320297483,3.60037324399384,3.4227889142225982,3.364021804227564,3.5522574893147176,3.421786607011342,3.349405098379612,3.0531935763785842,3.5442499576765942
reference_24,3.647271533661293,3.45058892753897,3.5856407876225567,3.5725994014503857,3.2823147660224548,3.589958738080445,3.627933098718435,3.40199575160103,3.6903469202715686,3.39743225871132,3.6614827529567915,3.4924809544642534,3.4006511078227866,3.4048583017949463,3.4176505210664008,3.1310784276557886,3.3254966501836134,3.4958427182074012,3.1310784276557886,3.1824678585006447,3.300622643281492,3.654872813693946,3.4334581266869524,3.394440267067279,3.6132359739152706,3.7193363299719224,3.481389235659466,3.5602764850933135,3.787180582026272
reference_25,3.5478371031399156,3.4721372315134027,3.3962479433349406,3.4405466137148735,3.384147425723029,3.3918877377974987,3.73447020772853,3.2224101653074024,3.713588407797873,3.531458431764306,3.609345335046185,3.600687811155021,3.204056706734538,3.5058965854409294,3.6187682452569656,3.32950748786509,3.4571055720151063,3.593252407567757,3.32950748786509,3.4308831291655473,3.369189506499052,3.60033504551132,3.510739331794083,3.5009846399692695,3.600835039729707,3.5196492316687347,3.3045637377365824,3.407790705745518,3.6135186965156905
reference_26,4.003287779683619,3.8081916303246612,3.8336381426977346,3.7686641113097665,3.7768906955651365,3.812190078177452,4.062205925628662,3.495959557220638,3.955687138023376,3.8890975006899535,4.034085055252661,3.987503589194536,3.8078034498479965,3.9920573750486135,4.025465425075436,3.7011525541448593,3.9990112760558723,3.7239339713289357,3.7011525541448593,3.9765385508464406,3.8915177901445626,3.8400026991036884,3.951681318560004,3.891143836977185,4.019059374840882,3.9629894197789666,3.8709526091072557,3.742233711911559,4.105443712257476
reference_27,3.655030418637795,3.080914510838279,3.5767230360073388,3.5586078317546175,3.3665677564066314,3.522486511659187,3.706413373413699,3.3812640203183313,3.681965966918844,3.303342147422994,3.2928282214550624,3.4554118209846463,3.4236055616178143,3.294405940226918,3.3516577461546224,3.100278589927211,3.474580927460538,3.5248460248583693,3.100278589927211,3.2680914625752857,3.423510034732802,3.4465950900940756,3.5436434555707654,3.4951216878492657,3.646830352559018,3.7149513846442153,3.525192850969584,3.526175028865371,3.8137467195329933
reference_28,3.9476612524731074,3.685769894671146,3.73984135038004,3.610020365693377,3.599761559202812,3.7143968304825954,3.9357953466960387,3.595326933968805,3.8449023402765294,3.837094423077175,3.9414087835301794,3.9580717071670697,3.6433752431026063,3.88143638260739,3.9561103143507417,3.6327242263544046,3.884039820289135,3.884153664140164,3.6327242263544046,3.9093529172325505,3.8124472294526788,3.3715929637908624,3.922277788173821,3.834684242162992,3.931494535158326,3.91820748426415,3.7823941725572556,3.622227785212844,4.07236314656384
reference_29,3.820262485223752,3.5920883430295563,3.594601427577892,3.583513190189123,3.4786580791914683,3.6433966803454756,3.78715371536398,3.388714083383262,3.719150889993989,3.6561983185635927,3.7941172693812426,3.7492406785640715,3.2077008432912826,3.7381595168024364,3.823534934250352,3.4322776598554854,3.410627505430877,3.7288523899244774,3.4322776598554854,3.776218020378866,3.7137632007119654,3.409999978859506,3.7570363494917753,3.7162102556710166,3.7730973641584886,3.7639709976895457,3.6263547281348707,3.5183143043128253,3.9419037362258353
reference_30,3.840993785911049,3.609204946044126,3.6431543913599347,3.5667605449147737,3.4703033745815706,3.6443551802958125,3.851255355981509,3.4258489674397388,3.7072310783208677,3.77797565991131,3.841850147900293,3.896604681470394,3.541989018772028,3.7538936532148055,3.875067335631161,3.5018648532299266,3.7876574169219728,3.7657430381119905,3.5018648532299266,3.814539215206131,3.7085107502364276,3.5271703718838734,3.85215662204961,3.803002844403071,3.8402391339549737,3.8116895497457337,3.6095661697529953,3.504068105100873,3.9438230692023017
reference_31,3.9832301466253783,3.6106978132229,3.722358873506726,3.7039706940772534,3.662307241311082,3.796242727687955,3.907298036470843,3.625466011887133,3.8891728867578865,3.848073289106148,3.945497247446064,3.9608508322060105,3.643658868807256,3.903531793500784,3.9603106455627137,3.6453709024336938,3.871051243023276,3.925701890271902,3.6453709024336938,3.930610613896409,3.831987824210405,3.6510209358493992,3.9180586439716816,3.8526953880539687,3.9586359626463765,3.888388339928806,3.8221561050213575,3.7067202763459686,4.073544804928629
reference_32,3.545509359287699,3.5741806880295686,3.4847610558845474,3.531843395404816,2.8308650291560267,3.6972475238415003,3.7486750773608213,3.284700265608609,3.709428349645383,3.587422369939058,3.8693889602343243,3.7318223979875444,3.498808654519916,3.8052824025771446,3.7764613235364783,3.41936449250552,3.7553542279391885,3.44726810537969,3.41936449250552,3.667457329629339,3.729759258270264,3.8243770820113547,3.7619505475473405,3.742141219395188,3.6875342600510477,3.740083410863972,3.5550644062950614,3.4789504603407977,3.8582997334532347
reference_33,3.3081571832064283,3.137427214116011,3.171710055222842,3.209369610773703,2.6561839618722676,3.1718499683903922,3.417122916497775,2.9357969091435248,3.4215716908603846,3.3514003625753186,3.4182967916404063,3.4409560983734613,2.7132138596041564,3.1996200874963368,3.4505802790701026,2.8439216239065512,3.182410065969999,3.234795431337382,2.8439216239065512,3.1994392339873743,3.1239773747481667,3.4051381649452015,3.264698770482458,3.2645485362356035,3.4142603758514865,3.293545016349835,3.0819914927284358,3.194879826627593,3.39993079574267
reference_34,3.3091923699362895,3.3059121099318483,3.324185571626688,3.344468227755142,3.2697856418776228,3.2460737553173065,3.531801078388595,2.9288703971448546,3.6441676489368438,3.153189990263596,3.4481096605463897,3.087335566750002,3.147217959905863,2.9152941967076664,3.1261169006761382,2.7347327472938545,2.82460548917501,3.524299312859123,2.7347327472938545,3.020304256272866,2.7376785484328274,3.4681482733784437,2.956889262466264,3.399477676225332,3.452684198554679,3.4329407099656106,3.361006058565534,3.243143550848413,3.5545056915568662
reference_35,3.5224113490654863,3.4508444978418846,3.5667463580254477,3.6146647128665057,3.3381479755543,3.3864429351861967,3.7965469553025524,3.4770983954529773,3.7653404131872206,3.2632182549447206,3.525545271328175,3.4804796264217113,3.193156551389277,3.201479150016996,3.314448651586476,3.167387389902102,3.1073884276921655,3.2742714204674472,3.167387389902102,3.1641658927721994,3.0922208672856164,3.522578795487297,3.220331591645094,3.42723848488961,3.4442347966955205,3.473851219454893,3.365803080089818,3.552412661692992,3.524337159517711
reference_36,3.7006914364809003,3.695218533213436,3.5547999982261445,3.573648816804008,3.4105393786578597,3.67590730079431,3.8470411174444585,3.479731123411369,3.782815280658193,3.7239510409016465,3.817939660378552,3.8585267402861514,3.5091723440191895,3.7971373220322504,3.830673499493678,3.5719579086416666,3.7356907412692513,3.259769923014571,3.5719579086416666,3.7277073657526416,3.750527383560055,3.8716650562123163,3.846864078319074,3.808614584781727,3.7961528926362402,3.7825226672110555,3.653945614525699,3.5400364490928338,3.84020558804577
reference_37,3.437288874603036,3.555685017860757,3.4294763373107755,3.5581700920663835,3.2958815874828815,3.622216805802107,3.7148446700611113,3.386008270491028,3.8208029209976204,3.245684542202796,3.709730263486938,3.333029461090088,3.3847488418834453,3.344656069891406,3.422610213903797,2.900714852051568,3.2229221582766296,3.4798841171843344,2.900714852051568,3.2495444847790913,3.165883233525038,3.623866244290129,3.2346353364222056,3.669164885011854,3.716955410010863,3.6631990190505985,3.460299702590561,3.456282122139478,3.7164367640507514
reference_38,3.553217595687028,3.285797929623,3.2737557873106664,3.2992655642318325,2.474568963620825,3.523908049300386,3.5711552553526733,3.1172433956724173,3.503488320144127,3.409501223137691,3.591836533718076,3.6003593573839208,3.175448141547648,3.5034399998981756,3.442523424878964,3.1962556196894294,3.46561034117906,3.2649868249612215,3.1962556196894294,3.4629309494910134,3.491218515687997,3.5891881384821085,3.585730511780829,3.2604866338707543,3.537260166585411,3.5078866309793035,3.402216621342921,3.262981413609595,3.591466373088214
reference_39,3.688593859440581,3.6016289962234516,3.461567975729097,3.573361390935851,3.275998737409547,3.6212835555438043,3.688848289592742,3.5234092255013945,3.763817307887936,3.645818470648605,3.5821030300957597,3.54359324945879,3.3850410665838484,3.6326808138245106,3.850916279348579,3.3850611343202712,3.647938152585936,3.239535047937869,3.3850611343202712,3.670240768383016,3.5598482314084534,3.719499710969118,3.7134198470876223,3.1901912477456436,3.6814672545799327,3.7536090866804126,3.618302974417389,3.4204545175609593,3.865980204899963
reference_40,3.8270941294133842,3.6681949477292988,3.5235520287432056,3.5299734095530826,3.47392237328858,3.6959611618521437,3.8534010996051715,3.4706540782231095,3.801109979226165,3.6686596634457347,3.81896218736673,3.7583971668174962,3.5535498738785245,3.866483619879845,3.8919359849766058,3.4603361262894787,3.725117474069654,3.7428589413755295,3.4603361262894787,3.7554625615264876,3.714098882449162,3.807280774333835,3.7666023292022883,3.7701851830589517,3.8062320410859907,3.805037031500348,3.584827134102445,3.4295939761459335,3.8478181722492715
reference_41,3.6401684898506974,3.536528637895044,3.3286580949275053,3.420910471949707,3.4691238177468606,3.6332913751117006,3.763766735111109,3.3062245558819088,3.64730071106699,3.612618246531025,3.8121945430177826,3.6670217809218357,3.430094341556732,3.7157155709019536,3.7702915559065886,3.338393321109334,3.6922515830409286,3.637333470917803,3.338393321109334,3.634828317595975,3.640162577118457,3.7854757957365033,3.7135065268276612,3.616199428903067,3.6877178343163695,3.7573098112088426,3.530163360562154,3.3644672692515973,3.771557511807295
reference_42,3.640121082881468,3.516905238520808,3.3537209089820252,3.409045409089657,3.4348232739255824,3.568063738623888,3.736059392838656,3.297682915527921,3.583758335245267,3.576992957323793,3.7743185779215125,3.684698006352819,3.3906515170101623,3.74500928673725,3.8119255731812567,3.3415033006316603,3.634124307949839,3.178205137567901,3.3415033006316603,3.5486206979122437,3.565639428659416,3.7615331346980105,3.6911635262979456,3.6227610422176104,3.6208094024944275,3.685328409373238,3.4736117134930713,3.362775343103299,3.730329822736713
reference_43,3.680024359179054,3.4337268327124235,3.4835529079912924,3.2946799135130886,3.3383830627738846,3.5711228944655895,3.7273013408877382,3.272688829936218,3.5963575311860083,3.5728465073550413,3.7975170539263847,3.7410121691352605,3.4775341036498544,3.770551437536697,3.7642252574858874,3.459034558211088,3.7066445325239896,3.4941750231547317,3.459034558211088,3.6545477262187473,3.690795361659336,3.79618063542221,3.740979782180786,3.6779664717648366,3.7027369735111746,3.7295323273832324,3.530572956897736,3.4013021922180178,3.852282901449912
reference_44,3.995101771363476,3.877714708726959,3.705448634681205,3.5205123391981124,3.7354158626923444,4.0198870664132835,4.065750183315564,3.63815989921844,3.880548609069538,3.9644660671557963,4.144549809022245,4.032306737078548,3.7269449886710646,4.123298074666725,4.157909032393992,3.7589106921780107,3.9949764098522667,3.776629097425395,3.7589106921780107,3.899167846739742,3.992362081930638,4.121788771356734,3.9432406326248644,3.9504969790757385,4.039264029886223,3.896377652454376,3.8292751821248534,3.5779247068920133,4.032327612679961
reference_45,3.680064834878875,3.3932068514915454,3.483657598096523,3.4920489835285977,3.4956641278319167,3.6526318730698093,3.4169426250465076,3.3351033166110247,3.6351253557889875,3.6398159530163716,3.787375108899023,3.752621001353578,3.4519643933244977,3.7599023813611714,3.817802812942133,3.3915772567457845,3.700151538714205,3.014502960243865,3.3915772567457845,3.412364581534267,3.674659329279122,3.77238031747099,3.7614906893062083,3.125434253186263,3.382959278622846,3.7369786338470976,3.5879019022631726,3.4119582605162884,3.785793300828744
reference_46,4.530524400445996,4.490745558405939,4.43149022290511,4.278139393472672,4.342268039423881,4.6281960467798715,4.7072216947337155,4.285228595099211,4.5296720787168505,3.860755121116386,4.453047772534192,3.617501982518077,4.352088436328173,4.662614386552098,4.360511716595374,4.380853977565646,4.5590986403052804,4.416469791458382,4.380853977565646,4.6204972962973665,4.557403155489206,4.800597354643618,4.630896133814335,4.600397970873268,4.538841975553007,4.725818950524902,4.3993918271752595,4.33851288583374,4.639494608765992
reference_47,3.47838173411695,3.218502574211449,3.017252810993045,3.1549901407365346,2.9669098570399894,3.45554779453546,3.5803419557996157,3.0717098965421004,3.469255699934939,3.0494483280110836,3.382929706026461,3.167754217445424,3.2728053852060386,3.656740041337214,3.36272590821389,3.2129729540550027,3.538803435805704,3.153895688451587,3.2129729540550027,3.4845148438468247,3.4943723518391048,3.651381745094189,3.544286876644096,3.4333699097032917,3.5156819633609344,3.5825256290352465,3.2765117168837032,3.188284594035948,3.62253134223297
reference_48,4.305425256064907,4.149011331230402,3.9774922987673125,3.9161996385631563,3.960809698663856,4.204530890951872,4.212988622008897,3.9604991777143477,4.231183183894015,4.167562828064219,4.286777316925487,4.292762174406767,4.090017927804888,4.316194372838398,4.270163282667485,4.0187976328245405,4.2784007810626035,4.161470573430352,4.0187976328245405,4.241855747485886,4.225084736141682,4.27553727751116,4.282322122077346,4.2383230626973845,4.241214644691079,4.269697138512469,4.176204432559014,4.0378939276999235,4.365411859742169
reference_49,3.7064872256691497,3.280255905476847,3.4504348444920057,3.481239311331093,3.4296935917530345,3.614194893497497,3.733222542517394,3.3727065909579994,3.5958045663005835,3.5524695724629574,3.744201159302393,3.6425975076842305,3.4793479759646355,3.7437479853474325,3.738800779966444,3.4241057062832416,3.7074509733112455,3.610809995743207,3.4241057062832416,3.393015854009203,3.6820411300302145,3.7726164338177774,3.7387113650325836,3.428728143931904,3.4589713138539246,3.7619948996926547,3.546235376125336,3.481735083320141,3.8272812612325144
reference_50,3.679376015655952,3.525047827307865,3.3674321684635977,3.456714581234757,3.4241536137717548,3.6609198733008244,3.647930739707632,3.3601156260381067,3.664966882841012,3.6227203947301287,3.8051871918783635,3.7353581793449195,3.418832215756067,3.7148792696453548,3.7769926604839705,3.382406973162052,3.6704774774202398,3.5087678317499327,3.382406973162052,3.5707204297622024,3.6013776733552016,3.8039151576540773,3.6863567408112314,3.5175699377037093,3.7558613395906875,3.7177421514319993,3.4839998528724156,3.478959278209512,3.7261293755831537
reference_51,3.4324953933993854,3.234026539780028,3.1322464820578584,3.140736628055138,3.134492708765875,3.3907901436759107,3.5175365690801192,3.0352046910721864,3.4620018857868495,3.3220501601595815,3.5767411371720677,3.4003483386815256,3.1203763320140343,3.528322038440537,3.6058589882482943,3.1120000926865776,3.446399633008149,3.3832599909416277,3.1120000926865776,3.277094191235519,3.3809556218347225,3.5565007379052362,3.4687074508120195,3.451020988484587,3.527852474242762,3.4864238039690982,3.300829674771721,3.1656748438627353,3.571811707210829
reference_52,3.579848260068582,3.3866397605489245,3.3819069646096023,3.273254834146571,3.3232771096570035,3.5062057765451073,3.6703371012246615,3.2140903992015835,3.635433314801121,3.5087355542260865,3.724011323051376,3.5625171539663314,3.317796385243416,3.6097731237875843,3.7174341907695805,3.244293756341064,3.538782287749052,3.6206310657118435,3.244293756341064,3.5776038499783263,3.4409083578642843,3.699738830462748,3.44062536535902,3.541999917697991,3.699146082376926,3.552275171851158,3.470803624241173,3.252174354246497,3.6456749240546666
reference_53,3.6174439256892392,3.512381644382562,3.4603929336104393,3.4235347426164244,3.2149928888572172,3.651732477828709,3.750487043359164,3.3040465572922444,3.7085507176687913,3.3412738340482178,3.794000050561006,3.445561860844999,3.257232390191884,3.488095233607826,3.5860275578172525,3.161377144683408,3.2521916602678016,3.5156519468996845,3.161377144683408,3.3132342365434337,3.3972605065720387,3.7726298689103985,3.4444145128563455,3.6282287266251836,3.704476203010628,3.7373914692536183,3.5404008830090787,3.4419798639737746,3.84332061571751
reference_54,3.7239011588245723,3.3985648904652295,3.3590407755507594,3.3854079564930672,3.45265432506191,3.5640376070843462,3.7775024134155757,3.208768717522335,3.5913064658521656,3.536386828746328,3.750364123512753,3.5977058844122887,3.4545026139558552,3.57952283468109,3.7418970893023125,3.3753068546595935,3.6261700779182315,3.684955822314108,3.3753068546595935,3.6211815804558394,3.479474986669588,3.583852118068073,3.6477512194446087,3.3185939206371695,3.704093133682536,3.702114462580013,3.5170390279181363,3.384306936460209,3.8105297184375235
