ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24,citation_25,citation_26,citation_27,citation_28,citation_29,citation_30,citation_31,citation_32,citation_33,citation_34,citation_35,citation_36
reference_10,2.747022945750451,3.444767054337273,2.8842868671721975,3.1799680924512974,3.1305202890719355,3.534736574086516,3.4399302714533166,3.277808500279947,3.283277464362854,3.216758139186693,3.5299516964680664,2.897125694870021,3.20804982880002,3.619164678333433,2.8820071413573602,3.18101664999465,3.3783020410875078,3.664598143744535,3.6820242176240074,3.2215988077128292,3.498526412059286,3.3538749107800703,3.5658186056295635,3.416997473435148,3.4381364990968604,3.292650996171427,3.2266463612564036,3.1119039725242104,3.5035623893627266,3.10782531689621,3.8318710898132977,3.1781107848896606,3.370969713299861,3.536773986639281,3.1428835627756637,3.4997481026639217,3.3033375891616923
reference_11,3.1853746413286914,3.7928345228276106,3.2925631585449926,3.5208153134518643,3.2899658742472284,3.457970031908235,3.316427871222393,3.6993060146754644,3.6994129677754874,3.3615691478351053,3.8662315937343807,3.879658922935569,3.477267509998768,3.7700608219475633,3.4256219345033556,3.6491623948909697,2.528120731850842,3.0493638857212018,4.084427004248737,2.8281239967697136,3.9141513461787727,3.292474566268158,3.9146094315485964,3.995773188146162,3.504674544882158,3.559700402288963,3.3742958120710553,3.4224536515203865,3.7541896221313196,3.1251696795178265,4.026982883929623,3.5923850377092728,3.525975958384456,3.829107805549653,3.4618243292948496,3.7832073378241655,2.726734210796891
reference_12,3.21675001325473,3.429943567059472,3.3451218223507544,3.19684616994778,3.3303644130040166,3.8971600432041087,3.33617910350079,3.474626997751874,3.594743734643652,3.3619570680146937,3.5629171626932186,3.4939568711317035,3.4754899430738697,3.292349891061906,3.401121176745544,3.706253622451562,3.6261316386092295,3.5916346641851584,3.7638319272418994,3.4443602068065085,3.5516582687099647,3.6650419953793016,3.5533887747416264,3.650154408482765,3.696423283045753,3.3020809681560834,3.1069850430109005,3.350977044035566,3.511455308430399,3.3728324716714515,3.763676888045415,3.673186805182313,3.589381476694924,3.4064294492789258,3.391569119907669,3.4563631395192718,3.5521782804542243
reference_13,3.313251339255419,3.6476111727933582,3.153790120951977,3.494097221888233,2.803641796454436,3.9173041944327442,3.530053401705077,3.5824757286114073,3.651608051129523,3.0974700398606307,3.6267853305897004,3.7764454919888757,2.9669646762447788,3.6985739497063954,3.1857799616938345,3.4930238966553397,3.537596051874012,3.8496688972988236,3.873920378897157,3.344562357184521,3.7882061244345184,3.281249375753305,3.8013402163564516,3.8135029703180314,3.173099631457593,3.5644110875452157,3.2937358504876237,2.568099516771739,3.65638900125472,3.5679942362189974,3.902255379967272,3.5727333685161997,3.7681357336386134,3.643627562705647,3.330214620703593,3.633485222703579,2.7221470259645755
reference_14,3.5304462714745664,3.4585594954466354,3.589623225439361,3.459233673872022,3.52938022077769,3.80016594950223,3.4627073475001575,3.4465768994413373,3.4887629024621307,3.1655809434021482,3.596774536002115,3.624852829678594,3.5834780117107825,3.627658441447377,3.514927022474179,3.753161091709399,3.7660482069336134,3.3296063174199344,3.6731217231551887,3.502164755716028,3.5826961408359224,3.730151287106455,3.622692349282801,3.6814954279055354,3.72233309221977,3.4053860679926293,3.225231936773047,3.533341119586527,3.480624638739725,3.4249431956690914,3.755013600967765,3.6824777440229055,3.3983077782601456,3.6447341513709426,3.508945932433984,3.562633376597466,3.6533009945897157
reference_15,3.852252784385653,3.5297106340683433,3.8731576724224994,3.7371300549175244,3.775201418022148,4.08752593184415,3.71400333165942,3.8177737213778586,3.925797658531204,3.8267017190578794,3.816963457266736,3.8203511448844023,3.8840342847548834,3.6908403598146773,3.809709651678943,4.08906224152908,4.102273203273401,3.891884955406588,3.9126297833561883,3.7330921657429115,3.688452006958508,4.0182603062871225,3.802686598909359,3.8161122268195435,4.20194009138367,3.6146236913076706,3.3741480159869695,3.7152316005134023,3.654636630467011,3.671263862095724,4.041879697883938,3.9190577333967145,3.8592886286439874,3.732980181847792,3.730077872518558,3.488975727327062,3.993723588577819
reference_16,3.6711154236737364,3.533965658494107,3.8479286076623516,3.6627797698091276,3.6758222076726548,4.028899345925935,3.6832170748878306,3.6702894094822405,3.82398909363696,3.7241141090669925,3.6925041245685133,3.6736635480184234,3.802433689441996,3.7462146108030714,3.709304013968821,3.8747372613327777,3.9904213087239944,3.7931087809775987,3.852663938988745,3.7125829513778252,3.6189867249754335,3.908883994469762,3.6611294155946505,3.790451987900457,3.982305416092864,3.5605951664365523,3.33343806210262,3.70517710827584,3.1931143598758425,3.598499470513189,3.909515723876632,3.876797804180699,3.7742597187607387,3.73081777747832,3.65259940620055,3.6640140387012017,3.8208380580370003
reference_17,3.7357861247541315,3.7939764646817262,3.7562156043567207,3.724479301754543,3.753715307594776,3.9520653688189986,3.3043803287607196,3.731875896424949,3.8921811553609484,3.8501818728637716,3.509058442803744,3.817637952780434,3.5526124570081565,3.8617192293794154,3.7701831816862406,3.9920463006297835,3.974024562261761,4.0323032053364285,3.4485597241844657,3.776473338504349,3.853135899135788,3.428635390388844,3.888088456378341,3.900752539788914,3.90578146220448,3.6030073951323924,3.522354687240151,3.8310782059190274,3.6409461888599695,3.7477626386607827,3.9083969088315964,3.891755715382993,3.8488589913403177,3.7811745461543795,3.7219385061271373,3.799607094955617,3.938453329220692
reference_18,3.1453289828852586,3.2202556693479867,3.204441431504978,3.49383429549881,3.4813690424348356,3.5690639362450485,3.5207691751784322,3.228438774196339,3.3782128249747,3.5885046229995434,3.490733812821132,3.0213637595055216,3.261424708777093,3.5733735090283396,3.0861953466965155,3.3622907323585025,3.752122747722445,3.7003014402299406,3.7090781493505958,3.48051538919189,3.4175376691001818,3.7934831488655454,3.528749517453337,3.2513716118886,3.834444469381667,3.2516556675999797,3.19996689198471,3.4976822248760824,3.457890882962679,3.1083621337875886,3.6992506695562724,3.353095048356361,3.4189665310645423,3.4942098947753912,3.4515910967552177,3.4583751510433216,3.5846530880335803
reference_19,3.689213647842023,3.647616459384743,3.7502569035224345,3.5670647830919475,3.720574820991199,3.8225547859514797,3.2502803962165294,3.6161651473053302,3.8329615832569157,3.7145545257885404,3.6927180135471773,3.7447874106598196,3.696786511826043,3.8314989180990673,3.625026902880776,3.897076936219253,3.880287046862541,3.8268938558240992,3.667490620477059,3.661858373347566,3.7515078718273798,3.8623656135557027,3.7805283488576755,3.828107661148936,3.7707318568225445,3.537049254057806,3.3319532322167484,3.7208636625324374,3.537611109128801,3.590785879184559,3.9143500405084946,3.8702179927506237,3.7990074190859895,3.804018266316329,3.663579525058636,3.770392166384612,3.7366038914854673
reference_20,3.3003415831727305,3.3624372482218194,3.5386033208449335,3.3843411484101353,3.4454929042525695,3.886571005130291,3.420325947424086,3.3868327475658964,3.617757226857326,3.4801811167669996,3.223719240925383,3.486796139777689,3.2848532280789424,3.602875752638698,3.378445080859223,3.619415381070293,3.629247124318724,3.6273146590133085,3.0589897274766003,3.45546993947495,3.5089321907531215,3.066238478408218,3.541458531581911,3.602685457815818,3.765136067152329,3.2974170096834388,3.202742790266692,3.192385870967799,3.1557744355415283,3.387938463257384,3.7602643925676116,3.594450877306433,3.5250620645407,3.5746557526782436,3.3998231970169233,3.4312131169021027,3.251562576783049
reference_21,3.3453666653462464,3.7639048893756994,3.27607625773903,3.6346030685766615,3.195242603648913,3.9508813053213654,3.589541110100499,3.601858621038273,3.4229261147458687,3.3545854666303083,3.4196445513894713,3.790601579409981,3.16700679655099,3.5684634721122226,3.288219762409215,3.528363870318092,3.58725283872598,3.985466363220803,3.424519890551843,3.4148868454357113,3.7993451508486813,3.003761695623172,3.765840112864208,3.8838834197338157,3.404584385434579,3.5872285670421413,3.517377450607091,3.299100601237872,3.7205295951894684,3.6798922492689488,3.9620990346954073,3.65241074536469,3.765055944262018,3.7195976787532676,3.4239529248251825,3.773907163930874,3.3890326996801647
reference_22,2.9816019334995816,3.30134220411168,3.3223582975075505,3.388316610159177,3.5698523588978013,3.604022055146837,3.514635809674002,3.0572683772819325,3.0157922191079307,3.6063985957848854,3.4810905056184276,2.7305123947899976,3.2606971000908893,3.636803485933577,3.2236939905150166,3.108149598692851,3.785219954973186,3.735712833968144,3.650369917577555,3.528582031236418,3.4965938437299187,3.7610450859293043,3.5510775446076606,3.3737656002144245,3.8684248249411404,2.8568415717585673,3.231062495038438,3.5328370475032207,3.487132688770436,3.148019882624684,3.745527311818123,3.4250930448119994,3.2120318210180963,3.625903194624471,3.4856336952783162,3.486521709646926,3.5658947573134614
reference_23,2.8263815828614947,3.2407311700298806,3.179309046197048,3.404787607409232,3.6198842584352007,3.5302889946477842,3.391371486163016,3.355158176085353,3.1048858404635213,3.6545604282492286,3.6419813135006405,3.359832668076335,3.630897982252924,3.6995318502695813,3.14044758778208,3.010911388711803,3.7845611814166387,3.8082496573175892,3.770824436597542,3.431319677369305,3.6356688582558205,3.8069818935018938,3.6528255062163453,3.299157434227941,3.77936116785441,2.6431274550688726,3.116657735368083,3.630946531071453,3.5379399105091838,2.7561220250069636,3.800789949410904,3.15308079962954,3.3537516030787007,3.740222703037119,3.3483578301313432,3.602907096087967,3.7133618000122675
reference_24,3.976677808298973,3.785728894663238,4.0642285003862115,3.9407498685836315,4.008898982855558,4.276016673715353,3.9863552018786432,3.9046875014172557,4.089328517168208,4.017674869852843,3.962506023975247,3.9049722989748785,4.015915533437267,3.923911793486714,4.0034998347221835,3.9462457991601947,4.247266400439267,4.124054993575668,4.0315119824640515,3.981393890482878,3.5698483766724696,4.173725380377663,3.617944802488148,4.0325913017722606,4.134267249389649,3.8305430054610956,3.6520438775497843,3.9590036688039305,3.7666090882673076,3.9497958670060296,4.199213511049748,4.117381197065056,4.042503583221613,4.012193467806959,3.9906708734689946,3.9579196132982895,4.128172483167719
reference_25,3.0822741841882366,3.2001701154411255,2.8949998262080165,3.278376027185038,2.206267889958143,3.752336691474617,3.351386992633081,3.3034560173256398,3.329498577306358,2.7363114223032725,3.419736889841104,3.4523213671008492,3.078933062367207,3.5362198343535662,2.9362435880658175,3.243969226609421,3.2957031196112094,3.4515003760083918,3.474161361916065,3.084637384855779,3.411672196367767,3.0272864739022904,3.4927278695776462,3.6707599356581926,2.7413196171456815,3.106895091653157,2.9618724525827433,2.8741856976597906,3.3744952267325443,3.306500952137087,3.6604465123561623,3.3357993347696664,3.500210596478916,3.438313899512172,3.0644107797385995,3.3612830783481424,2.6743372994255536
reference_26,3.220601059089785,3.2667090766559697,2.8851897719936344,3.2423124642429184,2.8297720862263045,3.7418992781210543,3.392120596539648,3.4630719551102267,3.4749952905232884,2.924615862649987,3.5499715801247853,3.6489092641944287,2.93469884080831,3.5872005516072054,3.1021286526019547,3.4237491005457863,3.413825865343538,3.690495584437702,3.7946388247693696,3.2245234374336142,3.5237038663315077,3.1489974300770047,3.6467317547606584,3.762848297669572,3.112784929522144,3.379953486951777,3.1754892558501706,2.5809663228972366,3.4713962785245953,3.398120236774783,3.7262957448830787,3.246050722676109,3.6112500143507953,3.1214866234773395,3.1770215824247616,3.49245149444902,2.9898392804281926
reference_27,3.4459306188812446,3.47782485807104,3.474328232544001,3.416687435799515,3.3140198459023944,3.7561985414498404,3.4194632854818017,3.2428528865900086,3.4567461421467667,3.5790666815891683,3.518544324023111,3.520231055234177,3.5847282831750857,3.613301339319635,3.242034682427058,3.736238592247915,3.701173437552481,3.7336794305032512,3.7679447630174128,3.418065578393723,3.6146723582117635,3.7477758317851952,3.6114261200765374,3.663497560502101,3.7577181061713123,3.2681381318696765,2.9750765802544765,3.4901076390690724,3.5098745577907695,3.3717469357190324,3.662703735686012,3.662100891036167,3.535890828734911,3.421757356557232,3.2036323649007845,3.520757086941346,3.663149474447471
reference_28,5.143204186429863,4.928137009790382,5.161817963504941,4.988705599349939,5.156517630937457,5.188975875095487,5.018909630051899,5.017229954034304,5.192329229560792,5.116541046311302,5.131384165561345,5.147120115894923,5.1524417991766285,5.049341391010165,5.159038025488506,5.287627839178277,5.28830767643187,5.110228656918526,5.16894369040718,5.040459656527753,4.988278507905622,5.337280831647904,5.084074602439821,5.199228296116257,5.160757407020473,5.00958681471303,4.85988951326648,5.010372661177933,4.981576690659542,5.027372918943978,5.1437929541881084,5.166494885919034,5.141396408614589,5.134528286275864,5.053070320423207,5.042711194897168,5.1769105558767965
reference_29,3.607763813565898,3.5530531543496444,3.598790997988419,3.486037790564038,3.5831890874120287,3.9750871899381446,3.464327931092378,3.4154776691933284,3.602663824128302,3.6182567338650675,3.695651859773369,3.7357110589652924,3.4962960148683164,3.7413318330868615,3.6413342063513414,3.8551948250448214,3.829374433694406,3.843963959473267,3.895190413950439,3.57373941305067,3.739237908303095,3.774509647363924,3.7801487181496025,3.860301463437094,3.8618052343894553,3.441749074423852,2.706097023133469,3.6355787887489113,3.702702151874578,3.556834947438404,3.8084718415391707,3.5568714172911826,3.6906244558926717,3.7425903989420055,3.5034281368882794,3.6822904941935426,3.6583220973568875
reference_30,4.021543781131118,4.02519108202112,4.060402366509221,3.9786801528401754,4.035332667292726,4.29892915103842,4.0317993415821505,4.131968282606238,4.2372374491281235,4.101933753342068,4.101942222312316,4.077384905455628,4.169475934704155,4.160993590216771,4.098650337100607,4.34015479618169,4.375502707467335,4.305993111554208,4.308245910148052,4.043926901348693,4.066687239684062,4.23571273279223,4.184682196770042,4.235527009441293,4.296793838497271,3.9862364847521423,3.7920869535932145,3.9794922075779775,4.040297816133921,4.011805099781363,4.2886751384845585,4.267989833242514,4.200769264750096,4.025208353863092,4.034741660751756,4.02415591350346,4.187871331937261
reference_31,3.529381621990562,3.0905862413504805,3.6027712610207008,3.5466938115172675,3.549482019848242,3.9465072680125677,3.5431881136875445,3.5837547657657343,3.501730356741577,3.5631427185687916,3.694168235071096,3.579175229611313,3.3474123244444325,3.5833102633804295,3.4905461679172216,3.8115266185920684,3.717529350759185,3.592842524914453,3.7817152928226405,3.561391138043263,3.5998289674587247,3.8128487954311883,3.6596379567452977,3.6783979793926065,3.9499549712657225,3.421153227465746,3.233463152129797,3.4870225650376576,3.538757005179325,3.476430302547761,3.7935104524346874,3.747139935571775,3.65672188640158,3.7168266045151532,3.5229603139166916,3.4193356251997122,3.681937683023532
reference_32,3.096656911707751,3.3652761978115264,3.497322826857552,3.3623848350364494,2.69662003700021,3.7852299435202106,3.3338736974498193,3.334336339222185,3.510157708275255,3.4520483044266888,3.466658318469468,3.4509168533911536,3.4473235718717503,3.430336326149079,3.385388644908537,3.713580845051531,3.7257896647652315,3.6342756782790633,3.699548027880443,3.353984603776052,3.4551659913888235,3.6662228327097446,3.337360414459783,3.6217861172224413,3.761660331553963,3.25366662661235,3.023606487626517,3.418238173418628,3.3761374960016806,3.3062138784752015,3.6735483789118617,3.620291243207729,3.4983482110293616,3.13407748793347,3.411922121513879,3.4229575381130495,3.6038087058629764
reference_33,3.512405411636063,3.409525751824051,3.554379487570956,3.1494963975676957,3.3855872436686756,3.8473109450933456,3.4364505440557487,3.4478845796104434,3.6308356831229354,3.4439589291855,3.555588654583499,3.5833434316975894,3.5876478694268688,3.4993603397084474,3.5086589777900703,3.803002147968579,3.6922134504142297,3.59432496523323,3.7155793458043096,3.406739693023478,3.511473881086808,3.696972464917177,3.597933186391676,3.7049020605963703,3.810524429931163,3.287565528353464,3.0801960629741516,3.4890708595291966,3.510228912548749,3.3578386682130508,3.7402863413048744,3.6778782090953888,3.5090149986413994,3.525485040796089,3.4041058558171575,3.4641401578959368,3.596942860206026
reference_34,3.763773770011378,3.672238856423636,3.7976526494089944,3.6277404023973654,3.5447310734224318,4.208064683779717,3.657322432420206,3.786340674552298,3.9574176843390507,3.716434256689115,3.8086437322937163,3.8815145695640965,3.8344526619000834,3.8008853138446805,3.7949212363166143,3.960881660326338,3.9570760649489465,3.8843745973753925,3.962954905288839,3.726589691654053,3.763372551866426,3.958955930464474,3.790294080760539,3.9831544495492457,4.058577906428575,3.5760990651228197,3.252629228249243,3.7609904227423665,3.814777278864032,3.6752165815647024,3.9775600561990734,3.8527435225944218,3.7738811935179584,3.839200006584215,3.764335406713549,3.74409877654927,3.8804411999921884
reference_35,3.4103272441814463,3.202184511950371,3.486847348447457,3.3972682019874476,3.366136072757689,3.718933121972938,3.3559632642202857,3.37102327299986,3.5607756454359683,3.4141310191155565,3.507207022251877,3.3220294947913587,3.5090287529345963,3.3727020629184645,3.405965986560477,3.7439200538499424,3.8114952700735474,3.5195488147227434,3.6384822498968603,3.4046718244937972,3.2934174693439275,3.5977592173465203,3.3892892609123053,3.508240310481037,3.8075881399809473,3.0665071532776143,2.983871473673833,3.258807080609036,3.2339700872030197,3.277887938229547,3.6532371757803848,3.6082934844069356,3.46752062165123,3.413836133845413,3.356395882647781,3.233426888196035,3.6281791205639653
reference_36,3.471520578200022,3.2478077286940326,3.4840128582925307,3.264312924612841,3.3355701138564746,3.7362161712455007,3.3413771446264704,3.3007478466893314,3.567129066261003,3.4080182631351628,3.4550176950842033,3.453491135307398,3.1212236299901437,3.457019871519672,3.3257024923120557,3.630304302305938,3.5730356944265833,3.5013340114939218,3.6901676091932027,3.35042974191904,3.3128725674139847,3.677454564090816,3.3933254403328688,3.5676665602719266,3.7557129829362017,3.228422672628156,2.72625275860741,3.3073415365273178,3.3928138258904457,3.2592840752973107,3.580334301689309,3.420951951184291,3.452644550455601,3.459503498434324,3.3142260588859913,3.326949101470861,3.4117652807139214
reference_37,3.2099322856251615,3.4377107221168615,3.23021313858643,3.3252724025704445,3.2026019696674366,3.8053236767567897,3.286685725971034,3.426528612454536,3.3928320933090945,3.271582450427202,3.577970136467263,3.4787353054988635,3.316901338046926,3.52508446014538,3.2667302608628925,3.5588182385770115,3.4770107338150944,3.674482169197395,3.8026656840059303,3.06303464011735,3.552544339753109,3.4625404644265476,3.6219255538729453,3.710651846061804,3.3804862990748905,3.2617934351319184,3.122466416995043,3.1840367722538967,3.5035663709015807,3.3252194191276203,3.7069855983938718,3.4263357335933113,3.553700531114561,3.5279285871226804,3.0421819895809534,3.4424677047604573,3.360505571837257
reference_38,3.4331878786565055,3.367192443465411,3.46949999366945,3.2947555502345374,3.3764252417948533,3.7492616428747763,3.354414847268932,3.3647662769188122,3.6041913022823437,3.551036399025121,3.458169360470996,3.4564439534919353,3.4385682484005033,3.142259635635023,3.397722938531917,3.7559399341821957,3.692948926646567,3.7137792629836723,3.653898310927984,3.4069462307801057,3.434269655096127,3.736748476485764,3.542700084736595,3.600311883476809,3.7107075852849056,3.187511944019617,3.003208715772196,3.314444449167054,3.4165989994845765,3.334645166830282,3.691023993574719,3.5236148259713413,3.561786537828395,3.4877715083927785,3.346334822616231,3.4016480354390537,3.412093933123381
reference_39,3.3564148238283273,3.192773765408791,3.4053579356657857,3.2632910241797366,3.209533460340237,3.7612983736250962,3.252164734747565,3.271857055432238,3.4972549492088225,3.32044212285344,3.4159671872948008,3.2858123034876465,3.363643720330287,3.3813877145857627,3.2617608730633756,3.7194596546421628,3.671204035995749,3.479471441983773,3.5821024620141,3.300711859973537,3.2913897638791147,3.6084847592702465,3.3919595339667468,3.5257954638843954,3.7022149858213806,3.122476606359915,2.7938355847110024,3.2410347877158303,3.2760219911238284,3.1967924682068265,3.514924597921189,3.554618545405981,3.4392917101378275,3.3563937887980635,3.1871365201500663,3.2262551183169914,3.4807189403604455
reference_40,3.343811790795332,3.4030117938521927,3.4697529975618435,3.3842672364904636,3.4217257889866604,3.7496162303214953,3.3895938042951927,3.4580276885485395,3.6166518770785534,3.544994150142802,3.460410995694143,3.3955562628495537,3.5721729935544744,3.5472665318670185,3.3718814977567098,3.6958820365863945,3.731699530127667,3.6451539884770763,3.5901604295085194,3.3858936385772447,3.3900462476682898,3.631578821237575,3.180711451003381,3.542599657153981,3.687851562726011,3.1904276455302556,3.1790944834263777,3.3863778301438345,3.357277840807133,3.3144799447273554,3.764961770340855,3.5910915022053227,3.447340810195936,3.3502665646319185,3.4598585741543832,3.3624309740522067,3.683617244116888
reference_41,3.5930518418978794,3.456063103437342,3.5914660066511406,3.4737172596158703,3.586397950176016,3.9276130972422383,3.5098512725716344,3.4688337907261726,3.681451099106259,3.624381073309894,3.29860180495683,3.602144930282282,3.621499237349037,3.65256027024955,3.5603957369711434,3.894337704649724,3.864061368062769,3.722442727571963,3.8217262748652683,3.4945199105407547,3.5917011719200818,3.8767134201391524,3.6756589593206335,3.7912336204877706,3.945902408600359,3.422240231320157,3.1084939859714154,3.4730628936481787,3.59302912924974,3.4650462401791984,3.785145245940794,3.7148366780142137,3.672021149460902,3.6564167455207097,3.474376456987256,3.558932042879119,3.5247275649757057
