ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19
reference_10,4.01932961171224,3.9791184117536544,3.771696376101113,3.9947172724933626,3.8736415031349183,3.766243035306375,3.947165048700005,3.4987769747686945,3.8832222216517924,3.8058859535334113,3.578036962747707,3.8118555796524287,3.9028622321768767,3.9403774202821227,3.6610172376157837,3.6290810382977488,3.880995480056216,3.805799090457917,3.876202467755153,3.8348768105340003
reference_11,3.6631398581361827,3.6113719885053635,3.5268167442046168,3.4685263851320745,3.5030402319276095,3.4915883319604366,3.707631112020689,3.2956367776290496,3.6720655325319767,3.685343418129444,3.570680961154063,3.6502995252348183,3.710270237067986,3.6900873560518703,3.503141510666674,3.5281749889229297,3.7128047462540175,3.596895435452557,3.6859455663218945,3.5635100338658097
reference_12,3.9166408292048636,3.838593981147347,3.7598307741983756,3.8993725848875154,3.8638885542207646,3.785012115326176,3.930246339995388,3.61388622405276,3.9508571896413427,3.763415501027784,3.7300353530163415,3.892520017978621,3.8956132611690517,3.879202047736968,3.7365057425713575,3.8737656375766933,3.9061928298197484,3.903888511871676,3.914555988624262,3.7479605934886018
reference_13,3.4986203897423027,3.0712610242556337,3.4181001890830043,3.595525520801544,3.454300644717944,3.3778968365670474,3.6231300776732946,3.2199573770255205,3.549131581996572,3.661791588209629,2.1692194134363336,3.5033648611071113,3.5608249986068494,3.21215429956139,3.392336333465318,3.529343649326754,3.57338001572952,3.1425066079237465,3.57169390970948,3.4374057438859937
reference_14,3.5037333113769713,2.8429722386532426,3.2955428873793844,3.339413350016594,2.597434269248247,3.3425785336555074,3.5554407031295314,2.485572224592322,3.458209762676024,3.5961191449841854,3.4097938371580203,3.4375835194901225,3.433965349464584,3.15831093596696,3.0872745993548496,3.3631943487055778,3.528509693993162,3.381821523410226,3.500675671982001,3.3059689541411994
reference_15,3.4344021462158536,2.904300551257762,3.477558341461819,3.6925742135321262,3.345968671367312,3.505495327864602,3.6518144182885215,3.378521202874018,3.592752452467167,3.719490341587287,3.4796855430513904,3.6556358040911987,3.6237421568203283,3.064871804747606,3.2922776668800466,3.6187183233463145,3.6592385869205852,3.2050077934920447,3.579891889903593,3.482010830712702
reference_16,2.9058041165798025,2.494609427729523,2.8198051141680134,2.8430830799901994,3.238771916218905,3.3090514567465377,3.5546036967367036,2.816901439195735,3.4771419933119576,3.5148058151561,3.1466967385565354,3.5059062764453675,2.8775215829517635,2.8863104666311568,3.024625436796365,3.437141422222281,3.0648254178012317,3.4181099013765484,3.4792947701084653,2.781127634168744
reference_17,3.689028079672477,3.6266293044407885,3.3858367841706496,3.5243523410824884,3.5344034031678957,3.470929860709312,2.955644739115672,3.253855345198962,2.7920384542050853,3.616458589185259,3.4620011191315485,3.0014038715921134,3.1970880663231624,3.487168231110974,2.8027379927881886,2.6883976453233567,2.9568096519354565,3.444951228184696,3.2774823666553616,3.5260476544527233
reference_18,3.5649372265635924,3.572122856262028,3.398830412327135,3.8075724600765106,3.6390407008407593,3.5487116682326723,2.6639784201581693,3.4847777755547447,3.1009108000083923,3.768718985142946,3.700701709850037,3.1548718492943046,2.8759543440425994,3.485669176863338,2.8330410369166668,3.1199268173705934,3.10361535176841,3.4463012379639393,3.3151010867204205,3.2954857953672407
reference_19,2.8233040391687,2.3883560473625187,2.720633547640991,3.2886631478317265,2.99026368351121,3.483142218718414,3.1090538574650233,3.160366115217235,2.625922488261128,3.6869755100112918,2.947023602463553,3.168294374229432,2.4313905811233516,1.7754822048508145,2.3819397179875588,2.9317129309823042,3.2305886793500167,2.7842759270580766,3.2463596436167954,3.148226470938874
reference_20,3.0766041564862725,2.5568608021779995,3.423317430162513,3.669133800712156,3.0195989025187298,3.401205116829367,3.653219068738671,3.2120879895402976,3.5852093237834146,3.6949158085519684,3.1582758267352067,3.4290321570353246,3.5714086494311243,2.9029633222949176,2.8988234707395253,3.5082371443206988,3.6815804218926496,3.3680809087156036,3.5212955311307894,3.4543933629658423
reference_21,3.0727838322836174,2.993520866491174,2.954263088572934,3.5186604676083504,3.4083202652962,3.2359191667344023,3.2655400544859576,3.138848453253091,3.3821402453037397,3.5099319386038323,2.9264339222996902,3.3537254065859226,2.9263722386258397,2.9711351242244097,3.1773632771398517,3.3069075983933374,3.4312160899792827,3.2630839351280643,3.3425307530706387,3.281825974189056
reference_22,3.6823730216465154,3.5612282831061606,3.3160319780219085,3.757096999018192,3.5771380072669983,3.5027021620063903,2.411859698104317,3.4040100924527144,2.7490854245468617,3.540697101439714,3.632935805306419,3.0537912622867824,2.812593077237511,3.5172557972645997,2.003522215218476,2.71090956972475,2.9637697020260796,3.5501993869398123,2.9038081179749367,3.5358330988634585
reference_23,3.6415663648431034,2.962055156115544,3.378522109532643,3.6125868211958165,2.7819551115993497,3.3988083664719593,2.719795443666737,3.350899451198223,2.7056439464803224,3.5129221180025096,3.592352034423327,3.016726650300789,2.865042323089791,3.4578942737049503,1.5251364629094626,2.6601144119781495,2.877954014500093,3.387143963758803,3.1991837414893753,3.4306431166006326
reference_24,3.503481064937115,3.4143125897190467,3.208906248399678,3.682227119475373,3.5719424674433884,3.457656966070413,3.1518582692608135,3.3359112545843965,3.4326957650780274,3.663160629553615,3.4425315849574987,3.409437977227452,3.020131359203561,3.3374038455473354,3.2739240997768433,3.380042429839137,3.4598281372880053,3.41982853355064,3.1608400601229345,3.464094102474232
reference_25,3.6994396298298944,3.562960460992612,3.458442955633907,3.5403333230828373,3.5558664911746813,3.4855575303892747,3.5580145337420666,3.3083935153812565,3.545680812256571,3.6707593174577546,3.566832548289395,3.5420604356358734,3.6385656381781124,3.673759331384112,3.3989286518519246,3.4630080886419727,3.599889323742964,3.4946434517716543,3.3197133914317494,3.5423566919365923
reference_26,3.7397447863090902,3.6512320482272327,3.5409775361757334,3.7422290291660745,3.662590492652904,3.5157800671000694,3.823346355650713,3.462099657096058,3.7349500949794967,3.7428659376914823,3.56897974865971,3.7059917766674286,3.3529120152401015,3.681290616471929,3.548754515057958,3.627920338358208,3.687078201559617,3.6586161514967253,3.6727726395008866,3.625289914894949
reference_27,3.199795613553986,3.1454970902159727,2.936454616285771,3.081862061312871,3.6000926113326237,3.488557110187841,3.7214146909935972,3.4066117652296657,3.6418544906269665,3.705453644630217,3.28865313398791,3.6263780165024073,3.2307394790504675,3.192148324253622,3.476080513898618,3.4988107109703206,3.644450955484556,3.507148766143791,3.0807194670755034,3.0669152310885694
reference_28,3.7347614824871602,3.6037710976813906,3.369936793561788,3.7504620438242773,3.5688972748641636,3.3691928074096937,3.21703876514381,3.3628940051290424,3.2524319043611016,3.6103704003808503,3.3200014207957858,3.179803870396179,3.026978784006078,3.589411307108285,2.8149464886524744,3.1678765724618856,3.2805455420802905,3.5127741564749884,3.01231864670156,3.5967390319975934
reference_29,4.064690023595403,3.3554278858825564,3.8020948625271322,3.97325291703558,3.199395615037441,3.8018630843501446,3.9466200320397786,3.7699356168662748,3.8965859588747973,4.007633122942448,3.954970138231137,3.9110634142869714,3.748289131677819,4.004917447352224,3.099129208924846,3.5698794066295623,4.02777029279899,3.6958332211784364,3.784609628136622,3.947665253226757
reference_30,2.9848637220375416,2.6308055714219294,3.0844937397496643,2.893933299291717,3.0187187549607497,3.4809562621148196,3.6638731974351515,3.417908014383595,3.641566568513973,3.1106652018025613,3.2850650685586373,3.618146128419681,2.571685012300138,3.0996027557975254,2.515701398979187,3.3240867642763186,3.6508065164912935,3.237747458856087,3.5378688014358666,3.028902142963154
reference_31,3.647248994407835,3.233095883051718,3.538647853637695,3.6116141429443362,3.203102389781714,3.4471693995257837,3.294899200503857,3.3958697899612575,3.514689132333613,3.2876747323116304,3.5565848515303173,3.539351892228771,3.299473943486881,3.6077835684117896,3.0687023927278125,3.4529070351435185,3.6441259243654365,3.432006577872276,3.5877363593151514,3.579159883678675
reference_32,3.4379049077689325,3.1239152343484324,3.2717256071292313,3.559634594326097,3.1656842004681995,3.3115337611108573,3.4831565770488266,3.2044315020137506,3.470506866578839,3.5832887251150902,3.3645513848010484,3.4427106903439895,3.3615338041914935,3.241543714634168,3.0549543822855902,3.449594615485452,3.516289935623543,2.801689807578362,3.4474052295702253,3.281430125645613
reference_33,3.4709183581299743,3.4092999087707043,3.1510069675916657,3.425835793079486,3.368345640188204,3.224893980982586,3.4010815554509457,2.9968080450487125,3.3936551274730706,3.220583218971441,3.3333572820243877,3.35968402097092,2.6239834212454234,3.4462522637983013,3.116012469288635,3.217551231018297,3.3884678444499055,3.286166552543319,3.3248706964307995,3.2629968705328727
reference_34,3.485883534170555,3.1475425025534967,3.2622042751404603,3.5056359947043005,3.0881452142116275,3.086848519473079,3.4968835860730287,2.879335331054804,3.385169088867331,3.508853556057757,3.35281848462759,3.1808702919441756,2.7999024383973175,3.466746936977146,2.9130357714966046,3.3340769544254187,3.447796359946834,3.2894596803387284,3.16875622698351,3.2804945611485454
reference_35,3.4920860890860457,3.0230801315094236,3.3333359255734565,3.5323756636462806,2.9880767595221522,3.365894217895281,3.515995158423328,3.1538080281830196,3.4394215842445375,3.554209146011293,3.4934115964768995,3.4729817306116226,3.1187357075911764,3.5280503968877293,2.904336426329542,3.4116875896772267,3.55508631022998,3.385823972257519,3.5164913888817795,3.4017020418596267
reference_36,3.3794709805591165,3.2989425645411425,3.483479615173304,3.749411219370294,3.669025735814683,3.5214399393348486,3.7103163573831313,3.41279176672993,3.6465640232964946,3.7467073827466963,3.1103329593320392,3.6809837354275996,3.570597624735327,3.3842252246867823,3.480144445433922,3.6056375133706537,3.2303821848110594,3.642087739492003,2.967366526608219,3.5326243335872856
reference_37,3.6113726511589506,3.254541938584252,3.2740347569509556,3.5418998227250804,3.1540803649701035,3.3455224383983464,3.5967711465485364,3.315669666470948,3.5815588178242836,3.610623792402853,3.56036795532649,3.462947517100419,3.2449380455630688,3.5705355663987013,2.9236318509417187,3.1398331428076007,3.6447133982298165,3.297224367460498,3.4190311975743373,3.4643170710707767
reference_38,3.2629207896398564,2.9573538951968974,3.082393933175131,3.283545512190562,3.173487137698132,3.1277976407305985,3.6180902162993824,3.296400402141169,3.6070953465158153,3.338036452313683,3.2178404868245787,3.5713129947355173,2.9417250810262376,3.1028411506379765,3.1312453221271883,3.542196594550693,3.474791297469944,3.3910029025026,3.196277474755266,3.1067305600386543
reference_39,2.8685355132161776,2.545206878372861,2.81628931058796,3.3829876580223943,3.3140009128871726,3.4981888388405675,2.857982562241651,3.4977914485824244,2.9579427327518375,3.407070299183725,2.979677531785671,3.140084665948651,2.65956224226553,1.8607629970022255,2.8398619068024864,3.15032630344877,3.3121268416348943,3.206718733997994,3.352274350432119,3.2435034045633837
reference_40,3.0684860472122564,2.4090244701862336,2.7171379516543155,3.0997410804611443,2.877837080387163,3.4598903365767595,2.9961274632493455,3.3873028002462835,3.5484773288442377,3.6898645493569973,3.20755113950766,3.490070973181129,3.050530563212323,2.1773535758066256,2.584071168501567,3.4413336841615085,3.6318809033608557,3.147546037770391,3.653321946754537,2.999450602665782
reference_41,3.1718778844251108,3.069112484036071,2.981992736643187,3.1975569640772026,3.4622916397856267,3.315628920683484,3.6442412633979018,3.3125564746329523,3.5047272066934636,3.5952069894877154,2.946065220898735,3.4779939503971096,3.103065520571654,2.883799719515255,3.366411164654014,3.5399787132438645,3.5746193214408915,3.0927412544273203,3.5339844990483504,3.073316824880304
reference_42,3.480457015713997,3.4521494300880327,3.3313571635084145,3.590208702884956,3.3893878052208435,3.1074068640814256,3.523304989477894,3.1981477394368323,3.4401338070168364,3.5803132328659135,2.9978874514710263,3.423183900851807,3.5001502485831644,3.473152503616012,3.2593692270261028,3.4366270199145066,3.5511876786961007,3.1646905582434863,3.4921177462468926,3.201687086965569
reference_43,3.656236519483703,3.5882790222869136,3.4337511217164565,3.6806956325781104,3.536232157896898,3.353881806257459,3.6621417161878957,3.337656991115963,3.5463560772663456,3.577699290217522,3.623069602552671,3.5433781338008115,3.616648787525302,3.623847071199067,3.3426434516340064,3.4985699435062965,3.616551471421177,3.462357775081514,3.6177713976374823,3.5601666117437034
reference_44,3.6432394517698254,3.6590183010163306,3.569600755562522,3.773930908776975,3.5745686014106877,3.51032956985634,3.49043696177939,3.431474431210675,3.6543590174880882,3.7247272598692027,3.573009493206039,3.593488937835556,3.503348439339463,3.6753406483814004,3.5156636689633096,3.587875544018955,3.702645022919932,3.636806731475264,3.640351666676705,3.5741879776211634
reference_45,3.8359238424545263,3.6376753270586133,3.4872905702675827,3.744390963177324,3.5256209426151757,3.493220499745396,3.59642621377197,3.3912170334411664,3.667037888893461,3.6634805668627024,3.6775348742102034,3.6103504233093258,3.6473109754955297,3.7114466478969534,3.3120554359747794,3.534263038151121,3.6780146231634543,3.598125776698495,3.618079080874718,3.612357537263751
reference_46,3.4708454282634933,3.4650810282727376,3.361400861158305,3.6060501847497575,3.3790304601116707,3.33972647898368,3.558786810090377,3.221135892847568,3.478430533372171,3.5691780701144737,3.2709703281435325,3.468521904629912,3.472387990508531,3.3170390635402396,3.330038933939816,3.4475702521789215,3.64389367403206,3.1923411010104816,3.5261461087372923,3.3875654228127794
reference_47,3.7776869440441954,3.5338036013387066,3.5099207617399046,3.787849147442367,3.5918700470125766,3.5051243667324186,3.7243095677703866,3.408818520226745,3.6061923705633423,3.7368304009397257,3.496615724536062,3.518521436300486,3.6690369577991833,3.7507832199748883,3.4394982543806605,3.5701563885141336,3.7029062318921198,3.608417486151619,3.6488416065490377,3.583950568017355
reference_48,3.538298569191416,2.887494721349168,3.337382797022057,3.5688396437133787,3.29025110398798,3.3225633291486907,3.613290166254071,3.1962932522945042,3.4737341755961895,3.5592251047371626,3.2029040420970194,2.9923795363969803,3.501470321021176,3.5076817901282644,3.2971848664580956,3.433953131289768,3.6012348201995934,3.4121653835363395,3.5146414410914693,3.4420352278767825
reference_49,3.1587962013827626,2.9616230287486522,3.021125894253559,3.096599054021173,3.3125771940217668,3.357198626940805,3.6384522273488593,3.256459692919883,3.5709129619173066,3.7197935572575833,3.156163776816293,3.5188334099384515,3.139708158786537,2.985946091546517,3.2231725447662516,3.5403412962974303,3.6270918054593424,3.307461035210944,3.5759424397187387,3.0615812056062803
reference_50,2.2664171054491855,2.0763909629899615,2.8165832086400817,2.460457929769996,2.97859395620841,3.596424480059203,3.584562647103035,3.5269895173110593,3.682257042772832,3.8270111323780487,3.0346322414672966,3.6662387723186574,3.2196064709985395,2.1469664662591113,2.8265565285379317,3.5429440024979213,3.7318408038325592,3.257035547052907,3.746780684036656,3.1156327291345045
reference_51,2.9095147812226516,2.2306517919474134,2.6145975385451234,2.6320935130066467,2.8840407864180277,3.3688549589650787,3.148014306864214,3.055091193177257,3.467632824884792,3.608271523620823,3.1369483806876417,3.4717900235905006,2.9695667082136112,2.3711838573579014,2.672750360495318,3.373100608650704,3.5825204122908656,3.161826519085119,3.529442331251611,2.887644692501669
reference_52,2.9603761197985343,2.8477045471401214,2.77470364027555,3.040261655087173,3.4511499804883603,3.3377429443601465,3.5272658105675085,3.1779060786030624,3.4285213217932817,3.4487365399540666,3.0775465083879645,3.4699249194914104,2.7717321530961634,2.926378744950955,3.3357625657635146,3.390546742830205,3.512980400264715,3.407745400194526,3.2613053498293296,2.8027504112523793
reference_53,3.059728160576872,2.1378123768503157,2.9752287199134515,3.0469190291552173,2.737768556077395,3.3419812155898807,3.50748341108858,3.201124965914763,3.5232166017652835,3.536113417484289,3.1223082849870165,3.5124174740142426,3.067143783064507,3.077026491019546,2.882170086367383,3.3786809859860236,3.644081862070212,3.340358808873227,3.54809043252356,2.8903762502295374
reference_54,3.5744014389435677,3.197188477818433,3.2447461581996753,3.423448576619118,3.314345778677809,3.1537925559151727,3.471251917463854,3.000342502046353,3.4635833928081854,3.477144457611789,3.386124213704094,3.33220812906658,3.5388118050109525,3.41575600345892,3.2779315720966875,2.7750243662726883,3.6001108701372653,3.3474356915747094,3.474993427554819,3.164288104599172
reference_55,3.569725163501434,3.1483476747130514,3.4437257166779256,3.642740072223139,3.1167843785008427,3.4820593541937126,3.606491369875003,3.2202219971702153,3.6172320983940303,3.5125444010267812,3.4297281217145765,3.3995353204187997,3.5874818795613415,3.599097821520791,2.9581125878457657,3.5486944243115155,3.656119405279674,3.5423001408917143,3.658520198030717,3.361785179739993
reference_56,3.1931041239883373,3.5556035673268678,3.425184249363088,3.6353359240098,3.5760871400450234,3.458225467379097,3.592405723898585,3.070129060768903,3.5477553418916226,3.6921633954411512,3.4853473116176277,3.540035093007684,3.546936770317554,3.536082924874114,3.3953539405207187,3.5363111425610545,3.599364353766904,3.528173683010101,3.5628271692815843,3.4141184222822787
reference_57,3.8435583605003636,3.8209456691388346,3.6967284434719563,3.838068917327111,3.830407953519126,3.742719928681996,3.928849720130625,3.61345648200439,3.843175777493611,3.932471384687086,3.687320537524328,3.8350897313124173,3.793706996623379,3.8973670970510255,3.711644250890825,3.7971653447598834,3.8319515013442853,3.854851233580678,3.776491418607766,3.7008502395627776
reference_58,3.479852836365963,3.415701588522103,3.017085887969093,3.5749783546805207,3.408091677722018,3.3076967194149303,3.5002055144432775,3.1917670537383724,3.4038051659638975,3.5477987450360775,3.4007551587835128,3.4215372779048243,3.459830189067757,3.4550284709674455,3.247809050841046,3.3785411345453378,3.5143876108074563,3.3569543058569344,3.357924523456083,3.2797497771238544
reference_59,3.501422139353255,3.365032080714941,3.0867795248348115,3.483840061653614,3.4028886557713984,3.2804754977035957,3.4869253604397916,3.106552233378586,3.4453910112827772,3.3895377842051686,3.418928863433775,3.3836271003582477,3.3987046922284607,3.500741834159568,3.29747873077139,3.3746968206418035,3.4972677423245413,3.426082500076175,3.2288295563968066,2.9432598742997644
reference_60,2.623240958933382,2.4797070121536255,2.842204092046023,2.9329419054314494,3.287563207262647,3.1432664254340383,3.4331421953757593,3.1562197927803313,3.077916411021888,3.429561336438596,3.07678101370346,3.389422164334059,3.0198164233724714,2.793593869773174,3.2612168592557147,3.360178054743147,3.4316302698826386,3.226538827400923,3.473675010517915,2.7633384745838643
reference_61,3.71820085861585,3.580290298016436,3.4654494476797644,3.57250905623486,3.6309940111200434,3.508680414462814,3.660636073387546,3.441655995150788,3.6849562593801144,3.703537759978966,3.7528963338369845,3.6217817631367395,3.623657792255208,3.6902808427377356,3.4541973456163317,3.6649750325171215,3.6859906331271124,3.6127106077094933,3.6440236293133426,3.551472929334737
reference_62,3.249975861215607,3.644705728998995,3.515146822952178,3.730195255755808,3.565792873405376,3.453000810479717,3.682762199973239,3.435220664833256,3.560090119625853,3.727322607026904,3.615973939095754,3.6189584540123825,3.5090258732779525,3.599126402215629,3.452006739316165,3.604483392510009,3.652723387241375,3.5898370407826365,3.6140877328897574,3.480939497419067
reference_63,3.6823790751539316,3.63895121203825,3.5156733121990826,3.7390772010862374,3.5632767225306288,3.480338581714895,3.6629598338855174,3.224504548665074,3.6191222728154915,3.702638610884844,3.5866356120527594,3.590930641404855,3.632842753090891,3.6659246319868397,3.4332892134967326,3.5579869888211415,3.673158575746168,3.564698942153751,3.5437031543135302,3.514926424857623
reference_64,3.7064024921943,3.6668759856831783,3.622722968588216,3.806387714467767,3.6736413440685247,3.559027733784434,3.7916328913331245,3.4512546472900967,3.7354284499943633,3.79308428887342,3.624700214634114,3.723679189220397,3.641744688018115,3.743913164626471,3.5550231355488626,3.589445943613616,3.698105209348098,3.6997454745195166,3.5597486177829887,3.6074550188579173
reference_65,3.312058164081937,3.2787287130544187,3.06022775310998,3.21492743735075,3.1668029362140655,3.0508745428611515,3.314128728264291,2.829766216399893,3.2317190206290243,2.7950464496884346,3.215262038826156,3.162496911569119,3.291160823573113,3.2819518370269245,3.0686988455344277,3.1598790746347905,3.2414007813827967,3.184728792221428,3.2598289583736686,3.147603566012025
reference_66,3.4765453222555616,3.522786981821614,3.38580275018439,3.5955058311928,3.4960454558371867,3.3666863072030138,3.6206220750034257,3.259603098938762,3.5448917912995808,3.593191657579473,3.409550645363217,3.5058652790232956,3.524085816907466,3.59148941160453,3.3839742333690097,3.502772407183686,3.5283322308262615,3.4730464378075734,3.4725593537973514,3.3835913363554706
reference_67,3.53921691558475,3.5082726529074346,3.3278608821445843,3.5868626698754182,3.5401936034155788,3.367788985384087,3.638282435818925,3.2858303953050423,3.5622817165472584,3.6293415485729357,3.4289287225052374,3.485653188503211,3.54908604031075,3.556437040324701,3.354677996995417,3.4694185786502123,3.5919021847273274,3.5004747343077525,3.3900083087734663,3.4192478510000717
reference_68,3.372408635098615,3.3353387343636793,3.1231935917400566,3.5801503415258766,3.3577209094931604,3.308959117851073,3.4538929195675134,3.103630433317346,3.315350030885454,3.4958415857153797,3.359769902472453,3.3799336857263387,3.1288788217701,3.431012811822017,2.901902237728817,3.334075555901172,3.3749169739996367,3.3784176791693366,3.1584234775125366,3.331726367536949
reference_69,3.5667298157922627,3.470174219764709,3.6522501326445584,3.8516194949498175,3.706116205425596,3.603603843588908,3.8533573291881082,3.4246596421361115,3.6781690884770035,3.830217784781456,3.5202644054931307,3.7796107067108156,3.7136785655239106,3.6454644271187746,3.6482370375741398,3.6991003467238066,3.7722178279473706,3.7222190969391344,3.6610501937059436,3.5795038223247526
reference_70,3.4511602698375867,3.3823484643721584,3.254292041169548,3.3551218486772774,3.3058594248732094,3.235766394110363,3.47518592255947,3.0017606280497753,3.4335293692785265,2.9807459638445377,3.341744524454544,3.340968273189306,3.4184426874040605,3.429972016810583,3.2397890367968456,3.340335940700722,3.4230745212271487,3.3685745912100797,3.39555931762646,3.286238327220619
reference_71,3.2266238407655714,3.236897079119863,3.016002134830667,3.335980987260087,3.4659867527000507,3.2990214561776363,3.5303312310667025,3.2102467264420027,3.2959866792036117,3.3806971475485286,3.169481821230196,3.4731436844777903,3.273358641717737,3.285116272268405,3.274680934931121,3.446767998295004,3.548355306173498,3.3862656469818937,3.2647704408543077,3.0008352255245216
reference_72,3.647962984292007,3.2570945128890276,3.4134778514862063,3.5257933700823783,3.5723087245773795,3.2885165229243327,3.622875798632249,3.2192012617126884,3.5448488734740615,3.531298698257625,3.4458674894264036,3.5414060972362758,3.538371102734256,3.6069595193131128,3.375693857294121,3.5135267193034885,3.6192679750788805,3.5120675833565955,3.5664781845177993,3.222382593918085
reference_73,3.815916797272537,3.8142266504764764,3.6560351250660066,3.9163931172865714,3.7489349615705576,3.6519439063805295,3.8200625500590473,3.5605199760958133,3.8376810389016955,3.7657995531949178,3.767893495856055,3.7895220879341744,3.8033538997737564,3.817596848836228,3.6021699437722563,3.7054139509643456,3.8356710209107043,3.7531597769291594,3.7875651865256894,3.6204535194490766
reference_74,3.494790850187886,3.498424108328461,3.260169265340839,3.552416893149849,3.3828082516006406,3.270250630814292,3.491180322504139,3.1532233002625745,3.50446160866184,3.394912035610324,3.3898928671089847,3.448483563408623,3.5239082132543933,3.4317346042521355,3.267743316441197,3.3422440289959403,3.5048774383140224,3.3616760320431993,3.4623227251942135,3.335357916630641
reference_75,3.7736010661528483,3.7480309347755245,3.6337389005649556,3.858808560417964,3.696073540142912,3.600255539171171,3.759939720494405,3.5129760445304026,3.7478117340260857,3.805648586133382,3.6759689604255064,3.7388429359341866,3.6729468280214,3.727393443873745,3.5232986228709606,3.68105469018039,3.7555231714437363,3.683903159521834,3.658289286703634,3.6811842376160127
reference_76,3.644521484304191,3.6155252611881497,3.4263154996744394,3.5135250328030585,3.459777293393707,3.396702421830956,3.6004467791701726,3.230940644338504,3.5617260246185305,3.300481037646532,3.4957531707742002,3.5928434474140403,3.6260837406339177,3.527362081093116,3.45495119133845,3.568414705849457,3.574301829664831,3.5600511456055646,3.5586886431949463,3.5280045083438156
reference_77,3.4650148742806124,3.4224867565865877,3.3881592224149264,3.586308421509154,3.6469007912878406,3.5254665972493293,3.711000108945127,3.408088253734465,3.6438100324768494,3.689625303913535,3.3323735506087244,3.6608837811692876,3.506465102369271,3.455159299748725,3.4960668455918853,3.6115679155948217,3.700105373685578,3.6304834269074386,3.6694420039979283,3.4357721390802007
