ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20
reference_19,4.130207780102478,2.813723325130601,3.283059413713582,4.024872874362363,2.913428854246969,3.1195534692324416,3.027771979518743,3.263350716157507,3.2289486266043026,2.970386153487098,3.365165549659394,3.3670761734106063,3.388823858989283,2.8388102479986763,3.12909904225091,3.202055509282107,3.896622431326667,3.216386475406993,2.6587551323449743,3.408264344133428,3.464343182420548
reference_20,4.068063799009629,3.3955792356590218,3.451817676240031,4.167016063606507,3.6321297516081774,3.1485919602151458,3.6166965545705017,3.9143305473672587,3.5534301136236945,3.3381048104214286,3.5749651618675355,3.669636750744331,3.4445010315579685,3.370503930986196,3.263753107894327,3.400957525338312,3.8328040850487484,3.096322343231234,3.1816581838986906,3.529672069238019,3.1475438459716885
reference_21,4.2527970691208665,3.567134873023407,3.6533305028794265,4.023786945980945,3.4341031042734693,3.5472205152952045,3.3776790230670874,3.5542565679697704,3.429517370064242,3.599438286125369,3.390324083328859,3.2402232771613653,3.684000911006946,3.329490598186151,3.517457492691779,3.5794528112226662,3.9314235739298065,3.4323095882702166,3.2866035901741864,3.536046965330767,3.702738746957688
reference_22,4.158752324837867,3.4195026246615776,3.659564377506514,3.877699643987053,3.482438895837771,3.399998913924522,3.3100890355544013,3.589169602378835,3.2714360143969614,3.4157618975051007,3.4145006543938994,3.4760040363767626,3.6476544954181214,3.2313454880516366,3.376166139378102,3.386850650020242,3.9751244046092014,3.2614597280539463,3.3556794998351425,3.4251973132025832,3.412256528803821
reference_23,4.472710205020174,4.191609665564672,4.245996511362452,4.41668203140974,4.096488247363071,4.026020205261077,3.9588475691668514,4.126869223131134,4.0046974379160165,4.1331021697971675,4.0792046905707116,4.138696156881154,4.177048071030603,3.9074935371017756,4.002049546194198,3.69856905693775,4.401868749490563,4.032271713241278,4.004828141247464,4.133819183340354,4.105810255609065
reference_24,3.8684662303966952,2.869574233417179,3.263051229273346,4.137151443111189,3.005943207850895,3.3599586337390277,3.445032168569901,3.700321206399402,3.4591961909315136,3.224475233407608,3.4796937163412758,3.3500978742316296,3.2379809580702443,3.1711661965621474,3.409684491191153,3.326826194204229,3.71866540794428,3.1116934230424462,2.7233454701559454,3.697517262465162,3.3006690374422414
reference_25,4.339679211277163,3.528313155891697,3.8442352622021914,4.264168473482855,3.735243236448188,3.703366552192355,3.617355874298277,3.8874796988406186,3.623525636325185,3.7937532035883437,3.6813082891508055,3.7664463421485115,3.817812347511905,3.583051932273079,3.18534258458169,3.432659045393303,4.186998567245284,3.653357287528134,3.610243084389824,3.835003885747386,3.5879135549338645
reference_26,4.14335854645808,3.4183754568045015,3.6702888084035576,4.161242737754451,3.5610209281773675,3.4639035969415453,3.5287544560672766,3.685755231493792,3.4836652125634893,3.222116318478497,3.549765234014273,3.65113213068669,3.567276408739866,3.2066252600338743,3.2455170565861073,3.4126484745408265,3.959118250759442,3.372741366153562,3.4202021366485655,3.515845552622054,3.3680148172404016
reference_27,4.469915533629132,3.773585964230923,3.8659953657355572,4.163609323299795,3.6803596947027777,3.278326713075042,3.573364007343976,3.8446733315311623,3.5438753402246514,3.8131071787475075,3.6825459325009273,3.7197426672496365,3.7925321331254485,3.42902625663922,3.5659348779248345,3.054649843908157,4.252600083788811,3.662461296739236,3.6022364030390897,3.685643865384714,3.822512772049073
reference_28,4.3641810766147575,3.7393267288911463,3.728664145060422,4.050416969806195,3.584794795709305,3.3678490809329285,3.467869267163992,3.745632350078543,3.3149137857864837,3.7478950836164615,3.643397583656311,3.61951969290334,3.8803549670675066,3.4011654605390724,3.7796582460573642,3.7936403654332147,4.249548936674466,3.55197636059567,3.4907964131907465,3.6550212528698576,3.8720609215649664
reference_29,4.461979922797441,3.957941893496983,3.9508294647257536,4.171564996508827,3.807744207971768,2.818704091589588,3.6613831312038063,3.9647258766557423,3.636602130697659,3.9070605833601384,3.792172568334936,3.792646826768824,4.005251428479138,3.5430316624152542,3.87708427610323,3.8326069499631155,4.304635619859366,3.712255206317854,3.687521923618143,3.874674447806681,3.9410994616739905
reference_30,4.389157715767192,3.6925769393683368,3.9177336589330927,4.201623161597539,3.476739330669162,2.873438355992855,3.655731288044929,3.879629559954143,3.696004400331522,3.8385265897438097,3.6756839126824383,3.6659236640704873,3.7180140210551946,3.509559704963416,3.4215131045567633,3.3715709916998606,4.261627539006623,3.6948300797535065,3.3336791998245237,3.828206422766135,3.8350711862772413
reference_31,4.270259596145344,3.028327088604509,3.549914103708526,4.228804981332169,3.2817877862923654,3.408684037473553,3.3261241805883413,3.5879392865671758,3.494691914891767,3.3757968904820608,3.498475298349455,3.5017207124190906,3.5608718424563333,3.2203123092427393,3.1672441624411967,3.511428466254324,4.051195826619684,3.293545418366743,3.0740588420302917,3.5044515129336005,3.6524743615365565
reference_32,3.696148349245113,3.052955567787821,2.8974799910220446,4.090086634815218,3.4946897264564125,3.463683478301692,3.360059772573566,3.630848868318105,3.0545737227993532,2.8081995037533445,3.3928214911037213,3.275113438907755,3.3212371196676402,3.056969246778012,3.568942836304243,3.608522278587706,3.477547841667203,2.8314727202894012,2.60004435600481,3.5238657165001204,3.081449364505434
reference_33,4.26848626455742,3.7253896639426443,3.7152120435983935,4.084615531612873,3.3590441791554713,3.396873947631789,3.4640864088403234,3.757839107880254,3.3651521798352766,3.6818033866276285,3.483002241273022,3.4157937345478535,3.6218118315652674,3.3703044348502096,3.4775876070208698,3.6363859399235605,4.116790154992686,3.5234546439974817,3.0615542727729803,3.653608803475192,3.728568331371618
reference_34,4.524519359742651,3.911756924051334,3.954906844261317,4.230168175823313,3.716595323410137,3.2209692544069406,3.650440404974084,3.980442526332011,3.6869231061526815,3.8121591776093373,3.7407766360686763,3.805021543953419,3.8640044839861445,3.4759335138107845,3.8657856926556,3.1474291765321136,4.304715466517618,3.5126939827027868,3.2972863912426007,3.793157617119393,3.816131028100737
reference_35,4.306369015926928,3.6202666161560173,3.7338532627320795,4.246032947165609,3.67186075714563,3.350486217264399,3.5905167184984688,3.9174940137195264,3.4898021125574834,3.601175932958221,3.598262313131332,3.6934637860507964,3.7663704799825286,3.4160176499117014,3.6635533771323363,3.1037406421648956,4.043846014587316,3.226473753992741,3.433934507688475,3.7145362904160795,3.702043508637428
reference_36,4.26924494545622,3.7475124316761756,3.74978846599826,4.237843798474073,3.4196448385067426,3.654872560225522,3.5523897611429454,3.770949128500989,3.4328952880276504,3.7299839091506577,3.5562015020127298,3.516483367376685,3.694538465464193,3.441224518069327,3.542131030504248,3.723801801141806,4.133241104756211,3.563941601503917,3.141988948214365,3.725485359495143,3.8173364023933414
reference_37,3.9323868194519926,3.6752996879426103,3.6273180811677914,4.230037888838751,3.470130876467869,3.653640561611774,3.5027137251344715,3.7342276248341317,3.533541582222278,3.379403226246047,3.538521196736503,3.7073348250329956,3.802877840636433,3.4387949229875763,3.356852342228093,3.790404825634,3.919256615264059,3.6129730718912514,3.3953370712705344,3.777874944644541,3.6109110889893437
reference_38,4.285803022776557,3.621104895351473,3.73359728513963,3.932676267573528,3.1797721770059892,3.560694660297842,3.3967894303649757,3.6696924676664513,3.4808831715237627,3.6408279474354956,3.452815251911642,3.5093998575999024,3.118481451240012,3.2567156642486608,3.2791080008201683,3.6043859113713848,4.082064131760507,3.5252343017376013,3.023083946980215,3.490732814843497,3.4247566697324814
reference_39,4.155664952858778,3.5647583465464194,3.6566752502064537,4.104510925730131,3.5502026694082542,3.359950027467581,3.457654611279079,3.7539429414240444,3.418721504485675,3.5043655983875883,3.5340792393605023,3.6181567733235416,3.6582689344205894,3.3330244194224825,3.567354979620355,3.6862256534698794,4.025656517729546,3.4048355945092252,3.3876918308266757,3.5865402969062083,3.3587221897919806
reference_40,4.1832511435784,3.6315874584357806,3.609821409047546,4.023494472117029,3.558649742326461,3.446352172437234,3.4513394090691025,3.6618603845761597,3.3667663252045603,3.561742168351123,3.491123169945368,3.4482300730530153,3.6692501614841544,3.2838007032550194,3.545284901196363,3.3832680875321812,4.0163797764464055,3.413854491391062,3.3466653832133115,3.4532350033290906,3.493119076754408
reference_41,4.507487222751634,3.3858522311041215,3.898734753780366,2.561985578729543,3.066343428703678,3.7123161106723983,3.5944960712578804,3.8623635088378894,3.7594384002328938,3.857810813458187,3.765254099190223,3.899116115093727,3.9159316316153343,3.5189397847533836,3.372888707587814,3.7944656685445057,3.694913876119132,3.7805323128203714,3.651375439857343,3.038479674345106,3.7902070782837747
reference_42,4.2626973969691715,3.260292863029882,3.5928770945414437,3.929798094759918,3.203373603745698,3.5289259106987094,3.421466670727952,3.580228716765082,3.4152461462033576,3.576753077563804,3.5326593841248757,3.6010150577586875,3.2677262607707367,3.0216543112535463,3.1724080805482933,3.5836389582611714,3.6840168297858327,3.4603417783565034,3.183879141206932,3.2182847900070346,3.3066514068427804
reference_43,4.169035333815777,3.6268466149093452,3.5920671976637437,4.0709616923690675,3.5036945390021303,3.4139596707795126,3.3000918519190705,3.740791792533827,3.346905140778803,3.491177982497716,3.4871170806109615,3.546347102876686,3.6699475200686873,3.301923158002594,3.4478709975076223,3.632384814024498,3.9756727159688414,3.327628822114873,3.271995767250141,3.3847622046548866,3.49271679328044
reference_44,4.108843911135584,3.742078111995394,3.7818485723057056,3.967151187870073,3.5822831186545745,3.505504374622921,3.596038288512898,3.829125858137332,3.660957248630976,3.5732945962639664,3.659724019065273,3.7943382907279375,3.7905634628220373,3.4882361689821724,3.3965225541295263,3.6913615786793934,3.9522801138695525,3.552778340829939,3.5552510853080754,3.653396484384401,3.598442918289328
reference_45,4.242647123165909,3.216098472638879,3.6014758079030136,3.876245461317246,3.1594331042433015,3.4820771263779133,3.386184046125015,3.6540089768601094,3.3211120606894826,3.5903927923068055,3.4480010979806863,3.5714691024366942,3.696099583649794,3.260937145855062,3.1806802504272245,3.6063570386839574,3.407027736675722,3.393150575041812,3.2710578070832677,3.0882514336295794,3.5512319335655063
reference_46,4.2446431811869125,3.621103211971624,3.28791638387258,4.149589386198748,3.523060941763692,3.3012041675123016,3.4656251328376317,3.7561866723580266,3.380359227921059,3.5971782048042265,3.5831837446154555,3.5952911984019424,3.723348796448881,3.02627994566247,3.261579203685011,3.701185328311755,4.077283103422474,3.406324846212223,3.425844647245269,3.6376979538619953,3.3808986375763013
reference_47,4.401184008638381,3.400295081607821,3.782428055800497,3.876572832115173,3.36481996194544,3.637777707637742,3.5862940190106873,3.8030965947623327,3.5597699233524103,3.3747637035966482,3.698637980352044,3.8514631779670716,3.8672742826709214,3.420128777806699,3.004741140150539,3.7844874440891685,3.566567982517117,3.6666451195547314,3.549482031385899,3.1714161398273455,3.5387373982828856
reference_48,4.315425228178378,3.577144996785728,3.7330182985702036,4.0989387701568605,3.645867436593439,3.189731345550824,3.459740689730657,3.719296508733161,3.4433973012317125,3.6344967508780286,3.593800162514448,3.613676168832779,3.7175359133849435,3.2018471929533483,3.593930651903152,3.4216776251053536,4.100202506244228,3.4790409108376976,3.435444787225807,3.677279690695215,3.5686239425648156
reference_49,4.558103324897993,3.8386233864591426,3.7022785271913374,4.0434774431576725,3.9095617250579253,3.8658348929093016,3.7598941807861332,3.4004820996430927,3.8483567208234746,3.9871703013058934,3.9446456271225454,3.8801853559952377,3.4460914312171225,3.428039669008827,3.728080300108026,3.919607587001662,4.4051497858054764,3.7577280828615782,3.8013330473589426,3.027008388754558,3.7233557083745064
reference_50,4.434152220262668,3.4037289935971007,3.8526548829091394,4.150368989315117,3.4896537472213036,3.7132153044743537,3.6751393187728887,3.8877616808528335,3.633520306753867,3.447147203242924,3.7459650560205757,3.9084404456262334,3.9283055034054963,3.544039493085778,3.1341585906593683,3.8441196176736896,3.90321911270154,3.7042597851932273,3.6470110479052913,3.6335730066557206,3.3604835419211776
reference_51,4.061444641898535,3.0372639364689222,3.5432094774480296,4.140503568500035,3.318821188809772,3.353303373688043,3.3872078973691124,3.6125664124976806,3.4694078163311732,3.2992568776042046,3.474729549852542,3.505580243637962,3.585788738792069,3.2759909725703005,2.9510344515054294,3.603677145613738,3.938797089287543,3.469753682377092,3.2190355605546013,3.5991259041119044,3.3916004733089364
reference_52,4.222067695335227,3.754766644010115,3.203636372665779,3.991670793370071,3.608039181732176,3.4334476522513344,3.559986550131007,3.8548938950058718,3.5818967012467913,3.630246063667517,3.6206606086477175,3.7267171665985352,3.7831939737301,3.259920102227351,3.452874218322258,3.7226889786717883,4.06814684002909,3.5147629315481486,3.5464948577511612,3.611126494762736,3.6078513511039656
reference_53,4.265289847446576,3.6796454026432395,3.100040780860605,3.9640030459928512,3.543446296524919,3.5869076461014164,3.3833996389290815,3.66273138211309,3.427429484215248,3.6507348685677417,3.4952071018999815,3.5626442109856606,3.786378471031996,3.082391267146826,3.6250484758137422,3.687217217332547,4.147254783729712,3.4930942759572305,3.376654306635214,3.5557745982601787,3.7347658360571265
reference_54,4.141209154744676,3.3468904195397275,3.616136456398062,4.111639732447544,3.54626317775929,3.3860539811475885,3.3210982606650767,3.6890575900116915,3.304412467307228,3.4661602541305414,3.3765965568590386,3.512810544054929,3.654961220350547,3.2939609554200318,3.2089812716921977,3.603616182699771,3.9869170108140892,3.2041381213969804,3.3212052085436454,3.3320305207913337,3.3604226025938444
reference_55,4.3182913049273655,3.651822591547132,3.7479667911970904,4.106448439878816,3.5587869271441352,3.3647174068432357,3.4799079405011244,3.7428564285008674,3.531297712512543,3.585189733267721,3.6333387466358764,3.650914364422416,3.701006163149356,3.31182162248672,3.452893157216883,3.4126775834870546,4.183259545572414,3.5257944853153402,3.4548072898152618,3.683249906962888,3.436489607043217
reference_56,4.143164797074018,3.805176143358628,3.5265317930379134,4.238756625369625,3.6800162723443903,3.4630019221528485,3.560967898608013,3.919417944661871,3.620925393879233,3.6568322205114745,3.6797524533879584,3.7295343555555402,3.8105064701259606,3.338116294049631,3.57084680974976,3.830352132187495,3.9969560196471203,3.621595599576879,3.570270978594039,3.70142797962806,3.6725005196208502
reference_57,4.144753124918796,3.3022668279685736,3.590983178847222,4.04484102421588,3.467407219842843,3.3571233336981643,3.4012898789920074,3.6985799774400925,3.3653751778889682,3.362335824324865,3.47457790451034,3.520907263786261,3.5967423467356863,3.1030733042874368,3.379191903094649,3.4357958099193224,3.961390484075148,3.2373295961636446,3.3440011952458684,3.568630772588045,3.494271680476969
reference_58,4.109458152158165,3.414357605999501,3.5182420226433533,4.026180684240533,3.150235356733528,3.161665625281861,3.3517474091122623,3.551378295666758,3.316443957305796,3.390645852620028,3.3855398902223115,3.4841717312111027,3.4004449832210666,2.8476667050160467,3.2885926638837595,3.2598257497241585,3.975237982892581,3.3396286005376465,2.835372892949533,3.610292276972131,3.458366257377476
reference_59,4.2140719994707005,3.4837699168662746,3.70619072627874,4.1862319967472725,3.3619660384401713,2.9781731860865017,3.5286561372289103,3.7601387302243894,3.4680279200327098,3.6304583726498203,3.4532744841155076,3.5294663677000337,3.574730847619895,3.280559318617097,3.465642851787466,3.6376586945099856,4.136787821702481,3.548425642791924,3.179027815929826,3.737503470363278,3.700115603574436
reference_60,4.102013883642939,3.7175455693219766,3.7247968464847503,4.176488005505373,3.5836080749724926,3.269262318296952,3.5766502760647416,3.8494229451656756,3.529719071502308,3.2753055764879764,3.573920933993613,3.694912636553469,3.754084118362051,3.417172772862764,3.5178504337736554,3.609262246314752,3.901823594563747,3.4126421757958063,3.4450621566263604,3.6549694658997063,3.583769618752215
reference_61,4.232091290744139,3.6902463321021624,3.7519571942747634,4.132351176586743,3.5504716904133033,3.565139348112136,3.358190756129392,3.7876272685471073,3.477220507744251,3.620428205015626,3.4992210762515783,3.68606963782352,3.7430197608478206,3.475088389082045,3.555874934905572,3.6382264412332175,4.031644686997409,3.542655432160586,3.4912867792468822,3.4177737853322285,3.6233221655601935
reference_62,4.248957555432123,3.8671401375099204,3.886849032784687,4.158392367476225,3.719512019747571,3.7229359009283667,3.5567648631336928,3.7869362288834636,3.529471694886888,3.761970895387633,3.632118066298365,3.6487343633629084,3.8760995862729426,3.463656398660243,3.7276603524485816,3.7246642337296487,4.120661523534205,3.5598146618167554,3.5959852386314872,3.6059428481540183,3.7814713945016263
reference_63,3.749744855931383,3.5794966461752145,3.5125780543618585,3.8397738514614104,3.4506828318559033,3.3520292359710493,3.318869413633347,3.5502951855081837,3.2217799619863925,3.3197092806688646,3.3216756075873377,3.399626147866845,3.5890021958935083,3.2513052824614945,3.396520499570948,3.4762022680014666,3.836446858076251,3.3548539495798364,3.2823048194695477,3.478134458283458,3.425213512351334
reference_64,3.6508952440472933,3.554925431230003,3.4375145682776096,3.8837268457684515,3.45505920890097,3.418938227867551,3.3474114380489115,3.527724116508611,3.1949203790111027,3.2432097682561998,3.3469115122044086,3.4515037337226273,3.567031882522438,3.3045185328900812,3.476715625101897,3.5713087632515528,3.645780538340643,3.3773876912597243,3.3292615154767042,3.4823817091134828,3.456192086120248
reference_65,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_66,3.6627541300965163,3.4295834689590468,3.3801553872773336,3.6376751494555477,3.2820492045770444,3.20960423448054,3.108327844128084,3.3686854396948887,3.0248070609962965,3.182989857991562,3.166129913109898,3.2578428286752104,3.441733356112107,3.081308395446479,3.3020747031646605,3.3727602620238395,3.6841763848932003,3.1748839240175677,3.0993073564567566,3.269521600733223,3.3326063003053665
reference_67,4.230376040700442,4.208745712261278,4.042581178410317,4.57523346532917,4.149710411515302,4.165791042341045,4.02992368023634,4.159115462314296,3.8667387960826707,3.877163487202978,3.937155111209929,4.111366756676793,4.177073710789413,4.017726738517284,4.133985067418847,4.157607920868949,4.185551275182742,4.021843753011364,3.9760402563572885,4.177153312440713,4.108894545356334
reference_68,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_69,3.7121273585590844,3.4138771363740936,3.34130999092835,3.556172028490305,3.303915689730371,3.2097454573805333,3.08281751449957,3.296495031384989,2.9669271404448834,3.1590492641630425,3.156659622492671,3.2400993752401472,3.4034237311851134,3.0734876428926587,3.274922664381864,3.3488141819162296,3.691502973633556,3.1593014531800416,3.100933198250056,3.240902564926444,3.299597661486536
reference_70,3.8628374899456213,3.825063334741518,3.650404813472656,4.108830448803902,3.79080339646372,3.7734110066173545,3.6812504309936527,3.814087653400089,3.5128545110877583,3.5171577598781787,3.656402179144621,3.8165866239471433,3.7897198442501208,3.634018547118664,3.799699005589335,3.9036071801684264,3.727964877598176,3.655321031313068,3.583643958921433,3.788593654434094,3.7641027824448647
reference_71,3.7351147236599225,3.494748799600832,3.4090924393184996,3.6626407311886546,3.388155652546302,3.2719402369390154,3.1390948620803356,3.430088104885171,3.021880400818901,3.2513031191468746,3.266041031815112,3.3139046712257865,3.4684877588260874,3.1603755966067313,3.3703306997062352,3.4154839709834963,3.705386134300506,3.227541627989791,3.182871463355828,3.3337606633150347,3.373170942426175
reference_72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_73,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_74,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_75,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_76,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_77,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_78,4.2068753984670755,3.4577463055714337,3.6050896868295617,4.059507392171947,3.5015253840534424,3.219122710689615,3.3370133882409143,3.58560614430717,3.255771072258944,3.566208183898501,3.460696172423745,3.4844125685483385,3.7161554942291546,3.2472780473902225,3.588421997328333,3.555479120983246,4.127185875543499,3.423234691483755,3.333725203735837,3.5406196439578235,3.658174206305847
reference_79,4.237412685846165,3.8619529136501813,3.693626805905306,4.194069993525696,3.667280878387619,3.660465264081744,3.7308384070107934,3.9190979560925676,3.701870870034546,3.6822622887266965,3.7816544721797474,3.834725330415726,3.8730296165052067,3.1759857554960855,3.2287915108944993,3.8299782826301407,4.018762723637584,3.656583702942927,3.644423286809444,3.6860793230536633,3.523216995542324
